,Unnamed: 0,cat,word/character,pronunciation,definition,code,alt
1414,1414,248,叫做,Jiàozuò," jiàozuò be called, be known as",s,
1415,1415,248,叫做,Jiàozuò,"叫做 jiàozuò be called, be known as",t,
1416,1416,248,做法,Zuòfǎ,"zuòfǎ method,way of doing{Sometimes replaceable with 作,zuò, zuò do}",s,
1417,1417,248,做法,Zuòfǎ,"zuòfǎ method,way of doing{Sometimes replaceable with 作,zuò, zuò do}",t,
1418,1418,249,系,xì,"series, department, faculty, (Equivalent:  系统 xìtǒng) system, (Traditional: 系) (Equivalent:  联系 liánxì) integrate, relate to",s,
1419,1419,249,系,xì,"series, department, faculty, (Equivalent:  系統 xìtǒng) system) integrate, relate to",t,
1420,1420,249,繫,xì,department,t,
1421,1421,249,关系,Guānxì," guānxi concern, affect,matter, (Traditional: 系) tie, fasten, feel anxious, be concerned",s,
1422,1422,249,關係,Guānxì,"關係 guānxi concern, affect,matter, fasten, feel anxious, be concerned",t,
1423,1423,249,繫,jì,"tie, bind",t,
1424,1424,249,系,jì,"(Traditional: 系) tie, bind",s,
1425,1425,249,係,xì," series, department, faculty, (Equivalent:  系統 xìtǒng) system",t,
1426,1426,250,计,jì,"(Equivalent:  计算 jìsuàn) count, calculate, plot, plan, <family name>",s,
1427,1427,250,計,jì,"(Equivalent:  計算 jìsuàn) count, calculate, plot, plan, <family name>",t,
1428,1428,250,统计,Tǒngjì, tǒngjì statistics,s,
1429,1429,250,統計,Tǒngjì,統計 tǒngjì statistics,t,
1430,1430,251,或,huò,"(Equivalent:  或者 huòzhě) or, (Equivalent:  或许 huòxǔ) perhaps, mayby, (Equivalent:  可能 kěnéng) probably{Compare with 国=国 guó country}",s,
1431,1431,251,或,huò,"(Equivalent:  或者 huòzhě) or, (Equivalent:  或許 huòxǔ) perhaps, mayby, (Equivalent:  可能 kěnéng) probably{Compare with 國=國 guó country}",t,
1432,1432,252,司,sī,"公司 gōngsī company, corporation",s,
1433,1433,252,司,sī,"公司 gōngsī company, corporation",t,
1434,1434,252,司令,Sīlìng, sīlìng commander,s,
1435,1435,252,司令,Sīlìng,司令 sīlìng commander,t,
1436,1436,253,利,lì,"(Equivalent:  利益 lìyì) interest, benefit, profit, <family name>",s,
1437,1437,253,利,lì,"(Equivalent:  利益 lìyì) interest, benefit, profit, <family name>",t,
1438,1438,253,利用,Lìyòng, lìyòng utilize,s,
1439,1439,253,利用,Lìyòng,利用 lìyòng utilize,t,
1440,1440,253,胜利,Shènglì, shènglì triumph,s,
1441,1441,253,勝利,Shènglì,勝利 shènglì triumph,t,
1442,1442,253,意大利,Yìdàlì, Yìdàlì Italy,s,
1443,1443,253,意大利,Yìdàlì,意大利 Yìdàlì Italy,t,
1444,1444,254,受,shòu,"receive, endure, (Equivalent:  接受 jiēshòu) accept",s,
1445,1445,254,受,shòu,"receive, endure, (Equivalent:  接受 jiēshòu) accept",t,
1446,1446,254,难受,Nánshòu, nánshòu unhappy,s,
1447,1447,254,難受,Nánshòu,難受 nánshòu unhappy,t,
1448,1448,255,光,guāng,"light, merely",s,
1449,1449,255,光,guāng,"light, merely",t,
1450,1450,255,阳光,Yángguāng, yángguāng sunlight,s,
1451,1451,255,陽光,Yángguāng,陽光 yángguāng sunlight,t,
1452,1452,255,光荣,Guāngróng, guāngróng glory,s,
1453,1453,255,光榮,Guāngróng,光榮 guāngróng glory,t,
1454,1454,256,王,wáng,king,s,
1455,1455,256,王,wáng,king,t,
1456,1456,256,王国,Wángguó," wángguó kingdom, realm, domain",s,
1457,1457,256,王國,Wángguó,"王國 wángguó kingdom, realm, domain",t,
1458,1458,256,王,wàng,"rare: rule{Compare with 主 zhǔ lord and 玉,wàng, yù jade}",s,
1459,1459,256,王,wàng,"rare: rule{Compare with 主 zhǔ lord and 玉,wàng, yù jade}",t,
1460,1460,257,果,guǒ,"fruit, surely, truly, as expected, (Equivalent:  结果 jiéguǒ) result, consequence, outcome",s,
1461,1461,257,果,guǒ,"fruit, surely, truly, as expected, (Equivalent:  結果 jiéguǒ) result, consequence, outcome",t,
1462,1462,257,如果,Rúguǒ,if,s,
1463,1463,257,如果,Rúguǒ,if,t,
1464,1464,258,亲,qīn,"close relative, kiss",s,
1465,1465,258,親,qīn,"close relative, kiss",t,
1466,1466,258,母亲,Mǔqīn, mùqin mother,s,
1467,1467,258,母親,Mǔqīn,母親 mùqin mother,t,
1468,1468,258,父亲,Fùqīn, fùqin father,s,
1469,1469,258,父親,Fùqīn,父親 fùqin father,t,
1470,1470,258,亲自,Qīnzì,qīnzì in person,s,
1471,1471,258,親自,Qīnzì,親自qīnzì in person,t,
1472,1472,258,亲家,Qìngjiā, qìngjia relatives by marriage,s,
1473,1473,258,親家,Qìng jiā,親家 qìngjia relatives by marriage,t,
1474,1474,259,界,jiè,"(Equivalent:  界限 jièxiàn) boundary, limit",s,
1475,1475,259,界,jiè,"(Equivalent:  界限 jièxiàn) boundary, limit",t,
1476,1476,259,世界,Shìjiè, shìjiè world,s,
1477,1477,259,世界,Shìjiè,世界 shìjiè world,t,
1478,1478,259,不搭界,Bù dājiè," bù dāgā have no relation, have nothing to do with",s,
1479,1479,259,不搭界,Bù dājiè,"不搭界 bù dāgā have no relation, have nothing to do with",t,
1480,1480,259,半间不界,Bàn jiān bù jiè," bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre",s,
1481,1481,259,半間不界,Bànjiān bù jiè,"半間不界 bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre",t,
1482,1482,260,及,jí,"reach, come up to, and, in, on, to",s,
1483,1483,260,及,jí,"reach, come up to, and, in, on, to",t,
1484,1484,260,以及,Yǐjí, yǐjí as well as,s,
1485,1485,260,以及,Yǐjí,以及 yǐjí as well as,t,
1486,1486,260,及时,Jíshí, jíshí promptly,s,
1487,1487,260,及時,Jíshí,及時 jíshí promptly,t,
1488,1488,261,今,jīn,"now, this",s,
1489,1489,261,今,jīn,"now, this",t,
1490,1490,261,今天,Jīntiān, jīntiān today,s,
1491,1491,261,今天,Jīntiān,今天 jīntiān today,t,
1492,1492,262,京,jīng,"capital city, (Equivalent:  北京 Běijīng) short for Beijing",s,
1493,1493,262,京,jīng,"capital city, (Equivalent:  北京 Běijīng) short for Beijing",t,
1494,1494,262,南京,Nánjīng,Nanjing,s,
1495,1495,262,南京,Nánjīng,Nanjing,t,
1496,1496,262,东京,Dōngjīng, Dōngjīng Tokyo (or other eastern capital in previousdynasties!),s,
1497,1497,262,東京,Dōngjīng,東京 Dōngjīng Tokyo (or other eastern capital in previousdynasties!),t,
1498,1498,263,务,wù,"affair, business",s,
1499,1499,263,務,wù,"affair, business",t,
1500,1500,263,任务,Rènwù," rènwu assignment, task",s,
1501,1501,263,任務,Rènwù,"任務 rènwu assignment, task",t,
1502,1502,263,服务,Fúwù," fúwù service, serve",s,
1503,1503,263,服務,Fúwù,"服務 fúwù service, serve",t,
1504,1504,264,製,zhì,(Equivalent:  製造 zhìzào,t,
1505,1505,264,制,zhì,"work out, (Equivalent:  制度 zhìdù) system, institution, (Equivalent:  控制 kòngzhì) control, dominate, (Traditional: 制) (Equivalent:  制造 zhìzào) manufacture",s,
1506,1506,264,製,zhì,"work out, (Equivalent:  製度 zhìdù) system, institution, (Equivalent:  控製 kòngzhì) control, dominate) manufacture",t,
1507,1507,265,解,jiě,"separate, explain, untie, undo, take off, dissolve, <mathematic> solution",s,
1508,1508,265,解,jiě,"separate, explain, untie, undo, take off, dissolve, <mathematic> solution",t,
1509,1509,265,解,Xiè,<family name>,s,
1510,1510,265,解,Xiè,<family name>,t,
1511,1511,265,解送,Jièsòng, jièsòng send under guard,s,
1512,1512,265,解送,Jièsòng,解送 jièsòng send under guard,t,
1513,1513,266,各,gè,"each, every, different, separately",s,
1514,1514,266,各,gè,"each, every, different, separately",t,
1515,1515,266,各有千秋,Gèyǒuqiānqiū, gèyǒuqiānqiū each has his merits,s,
1516,1516,266,各有仟秋,Gè yǒu qiān qiū,各有仟秋 gèyǒuqiānqiū each has his merits,t,
1517,1517,266,自各,Zìgè," zìgě oneself, by oneself",s,
1518,1518,266,自各,Zìgè,"自各 zìgě oneself, by oneself",t,
1519,1519,267,任,rèn,"appoint, no matter, serve a position, allow, trust, official post, <classifier for terms of office>",s,
1520,1520,267,任,rèn,"appoint, no matter, serve a position, allow, trust, official post, <classifier for terms of office>",t,
1521,1521,267,任务,Rènwù, rènwu task,s,
1522,1522,267,任務,Rènwù,任務 rènwu task,t,
1523,1523,267,任何,Rènhé,any,s,
1524,1524,267,任何,Rènhé,any,t,
1525,1525,267,任,Rén,<family name>,s,
1526,1526,267,任,Rén,<family name>,t,
1527,1527,268,至,zhì,"to, until, extremely, most, arrive, reach",s,
1528,1528,268,至,zhì,"to, until, extremely, most, arrive, reach",t,
1529,1529,268,甚至,Shènzhì," shènzhì even (to the point of), so much so that",s,
1530,1530,268,甚至,Shènzhì,"甚至 shènzhì even (to the point of), so much so that",t,
1531,1531,268,至少,Zhìshǎo, zhìshǎo at least,s,
1532,1532,268,至少,Zhìshǎo,至少 zhìshǎo at least,t,
1533,1533,269,清,qīng,(Equivalent:  清楚 qīngchu) clear,s,
1534,1534,269,清,qīng,(Equivalent:  清楚 qīngchu) clear,t,
1535,1535,269,清洁,Qīngjié, qīngjié clean,s,
1536,1536,269,清潔,Qīngjié,清潔 qīngjié clean,t,
1537,1537,270,物,wù,"thing, matter",s,
1538,1538,270,物,wù,"thing, matter",t,
1539,1539,270,动物,Dòngwù, dòngwù animal,s,
1540,1540,270,動物,Dòngwù,動物 dòngwù animal,t,
1541,1541,270,植物,Zhíwù, zhíwù plant,s,
1542,1542,270,植物,Zhíwù,植物 zhíwù plant,t,
1543,1543,270,物理,Wùlǐ, wùlǐ physics,s,
1544,1544,270,物理,Wùlǐ,物理 wùlǐ physics,t,
1545,1545,271,臺,tái,platform,t,
1546,1546,271,檯,tái,desk,t,
1547,1547,271,颱,tái,颱風 táifēng typhoon,t,
1548,1548,271,台,tái,"<polite> you, (Traditional: 台) platform, <classifier for performances, engines, computers, TV-sets, etc.>, (Equivalent:  台湾 Táiwān) short forTaiwan, (Traditional: 台) desk, table, (Traditional: 台) 台风 táifēng typhoon",s,
1549,1549,271,台,tái,"<polite> you, <classifier for performances, engines, computers, TV-sets, etc.>, (Equivalent:  台灣 Táiwān) short forTaiwan, table",t,
1550,1550,271,天台,Tiāntái, Tiāntāi (in eastern Zhejiang),s,
1551,1551,271,天台,Tiāntái,天台 Tiāntāi (in eastern Zhejiang),t,
1552,1552,272,象,xiàng,"appearance, likeness, (Equivalent:  大象 dàxiàng) elephant",s,
1553,1553,272,象,xiàng,"appearance, likeness, (Equivalent:  大象 dàxiàng) elephant",t,
1554,1554,273,记,jì,"(Equivalent:  记得 jìde) remember, (Equivalent:  记录 jìlù) record{Compare with the ""open"" radical 己 jǐ self and not the close 已 yǐ already}",s,
1555,1555,273,記,jì,"(Equivalent:  記得 jìde) remember, (Equivalent:  記錄 jìlù) record{Compare with the ""open"" radical 己 jǐ self and not the close 已 yǐ already}",t,
1556,1556,274,边,biān,"on the side of something, margin, limit, <family name>, (Equivalent:  旁边 pángbiān) side",s,
1557,1557,274,邊,biān,"on the side of something, margin, limit, <family name>, (Equivalent:  旁邊 pángbiān) side",t,
1558,1558,274,这边,Zhè biān, zhèbiān over here,s,
1559,1559,274,這邊,Zhè biān,這邊 zhèbiān over here,t,
1560,1560,275,共,gòng,share,s,
1561,1561,275,共,gòng,share,t,
1562,1562,275,一共,Yīgòng, yígòng in all,s,
1563,1563,275,一共,Yīgòng,一共 yígòng in all,t,
1564,1564,275,共产,Gòngchǎn, gòngchǎn communist,s,
1565,1565,275,共產,Gòngchǎn,共產 gòngchǎn communist,t,
1566,1566,275,公共,Gōnggòng, gōnggòng public,s,
1567,1567,275,公共,Gōnggòng,公共 gōnggòng public,t,
1568,1568,275,共和,Gònghé, gònghé republic,s,
1569,1569,275,共龢,Gòng hé,共龢 gònghé republic,t,
1570,1570,276,风,fēng,wind,s,
1571,1571,276,風,fēng,wind,t,
1572,1572,277,战,zhàn,(Equivalent:  战争 zhànzhēng) war,s,
1573,1573,277,戰,zhàn,(Equivalent:  戰爭 zhànzhēng) war,t,
1574,1574,278,干,gān,stem,s,
1575,1575,278,干,gān,stem,t,
1576,1576,278,乾,gān,dry,t,
1577,1577,278,干涉,Gānshè," gānshè interfere, intervene, (Traditional: 乾) dry",s,
1578,1578,278,干涉,Gānshè,"干涉 gānshè interfere, intervene",t,
1579,1579,278,幹,gàn,do{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters aresometimes used as ordinal numbers}{Compare with 仟 qiān thousand and 於 yú at},t,
1580,1580,278,干,gàn,do{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters aresometimes used as ordinal numbers}{Compare with 仟 qiān thousand and 於 yú at},s,
1581,1581,279,接,jiē,"connect, (Equivalent:  接受 jiēshòu) accept",s,
1582,1582,279,接,jiē,"connect, (Equivalent:  接受 jiēshòu) accept",t,
1583,1583,279,接着,Jiēzhe," jiēzhe catch, next",s,
1584,1584,279,接著,Jiēzhe,"接著 jiēzhe catch, next",t,
1585,1585,279,直接,Zhíjiē, zhíjiē direct,s,
1586,1586,279,直接,Zhíjiē,直接 zhíjiē direct,t,
1587,1587,280,它,tā,"it, its",s,
1588,1588,280,它,tā,"it, its",t,
1589,1589,281,许,xǔ,"allow, somewhat, <family name>, (Equivalent:  也许 yěxǔ) perhaps",s,
1590,1590,281,許,xǔ,"allow, somewhat, <family name>, (Equivalent:  也許 yěxǔ) perhaps",t,
1591,1591,281,许多,Xǔduō, xǔduō a lot,s,
1592,1592,281,許多,Xǔduō,許多 xǔduō a lot,t,
1593,1593,281,邪许,Xié xǔ," yéhǔ yell in unison, yo-ho-ho",s,
1594,1594,281,邪許,Xié xǔ,"邪許 yéhǔ yell in unison, yo-ho-ho",t,
1595,1595,282,八,bā,eight,s,捌
1596,1596,282,八,bā,eight,t,捌
1597,1597,282,八月,Bā yuè, Bāyuè August,s,捌
1598,1598,282,八月,Bā yuè,八月 Bāyuè August,t,捌
1599,1599,283,特,tè,"(Equivalent:  特别 tèbié) special, particular",s,
1600,1600,283,特,tè,"(Equivalent:  特別 tèbié) special, particular",t,
1601,1601,283,特点,Tèdiǎn, tèdiǎn characteristic,s,
1602,1602,283,特點,Tèdiǎn,特點 tèdiǎn characteristic,t,
1603,1603,284,觉,jué,perceive,s,
1604,1604,284,覺,jué,perceive,t,
1605,1605,284,睡觉,Shuìjiào, shuìjiào) sleep,s,
1606,1606,284,睡覺,Shuìjiào,(Equivalent:  睡覺 shuìjiào) sleep,t,
1607,1607,284,午觉,Wǔjiào," wǔjiào siesta, afternoon nap",s,
1608,1608,284,午覺,Wǔjiào,"午覺 wǔjiào siesta, afternoon nap",t,
1609,1609,285,望,wàng,"look, full moon",s,
1610,1610,285,望,wàng,"look, full moon",t,
1611,1611,285,希望,Xīwàng," xīwàng hope, wish",s,
1612,1612,285,希望,Xīwàng,"希望 xīwàng hope, wish",t,
1613,1613,286,直,zhí,"straight, directly{Compare with 真 zhēn true}",s,
1614,1614,286,直,zhí,"straight, directly{Compare with 真 zhēn true}",t,
1615,1615,287,服,fú,"(Equivalent:  服务 fúwù) serve, (Equivalent:  衣服 yīfu) clothes",s,
1616,1616,287,服,fú,"(Equivalent:  服務 fúwù) serve, (Equivalent:  衣服 yīfu) clothes",t,
1617,1617,287,服,fù,dose,s,
1618,1618,287,服,fù,dose,t,
1619,1619,288,毛,máo,hair{Compare with 手 shǒu hand},s,
1620,1620,288,毛,máo,hair{Compare with 手 shǒu hand},t,
1621,1621,289,林,lín,"(Equivalent:  森林 sēnlín) forest, <family name>",s,
1622,1622,289,林,lín,"(Equivalent:  森林 sēnlín) forest, <family name>",t,
1623,1623,289,桂林,Guìlín, Guìlín (city in Guangxi),s,
1624,1624,289,桂林,Guìlín,桂林 Guìlín (city in Guangxi),t,
1625,1625,290,题,tí,"topic, problem, inscribe",s,
1626,1626,290,題,tí,"topic, problem, inscribe",t,
1627,1627,290,问题,Wèntí," wèntí question, problem",s,
1628,1628,290,問題,Wèntí,"問題 wèntí question, problem",t,
1629,1629,290,题目,Tímù, tímù title,s,
1630,1630,290,題目,Tímù,題目 tímù title,t,
1631,1631,291,建,jiàn,"construct, establish",s,
1632,1632,291,建,jiàn,"construct, establish",t,
1633,1633,291,建议,Jiànyì, jiànyì suggest,s,
1634,1634,291,建議,Jiànyì,建議 jiànyì suggest,t,
1635,1635,292,南,nán,south,s,
1636,1636,292,南,nán,south,t,
1637,1637,292,西南,Xīnán, xīnán southwest,s,
1638,1638,292,西南,Xīnán,西南 xīnán southwest,t,
1639,1639,292,南无,Ná mó, nāmó 〈Sanskrit〉 to give oneself totally to,s,
1640,1640,292,南無,Námó,南無 nāmó 〈Sanskrit〉 to give oneself totally to,t,
1641,1641,293,度,dù,"degree, extent, unit (kWh, angle, temperature, etc.), <classifier for units of measurement, occasions, times, etc.>",s,
1642,1642,293,度,dù,"degree, extent, unit (kWh, angle, temperature, etc.), <classifier for units of measurement, occasions, times, etc.>",t,
1643,1643,293,制度,Zhìdù,"zhìdù system, institution",s,
1644,1644,293,製度,Zhìdù,"製度zhìdù system, institution",t,
1645,1645,293,猜度,Cāiduò, cāiduó surmise,s,
1646,1646,293,猜度,Cāiduò,猜度 cāiduó surmise,t,
1647,1647,294,统,tǒng,"order, unite, (Equivalent:  系统 xìtǒng) system",s,
1648,1648,294,統,tǒng,"order, unite, (Equivalent:  係統 xìtǒng) system",t,
1649,1649,294,统治,Tǒngzhì," tǒngzhì rule, dominate",s,
1650,1650,294,統治,Tǒngzhì,"統治 tǒngzhì rule, dominate",t,
1651,1651,294,统一,Tǒngyī," tǒngyī together, unify, unite, integrate",s,
1652,1652,294,統一,Tǒngyī,"統一 tǒngyī together, unify, unite, integrate",t,
1653,1653,295,色,sè,(Equivalent:  颜色 yánsè) colour,s,
1654,1654,295,色,sè,(Equivalent:  顏色 yánsè) colour,t,
1655,1655,295,脸色,Liǎnsè," liǎnsè complexion, look, facial expression",s,
1656,1656,295,臉色,Liǎnsè,"臉色 liǎnsè complexion, look, facial expression",t,
1657,1657,295,色,shǎi,colour,s,
1658,1658,295,色,shǎi,colour,t,
1659,1659,296,字,zì,written character,s,
1660,1660,296,字,zì,written character,t,
1661,1661,296,汉字,Hànzì, Hànzì Chinese character,s,
1662,1662,296,漢字,Hànzì,漢字 Hànzì Chinese character,t,
1663,1663,296,名字,Míngzì, míngzi name,s,
1664,1664,296,名字,Míngzì,名字 míngzi name,t,
1665,1665,296,体字,Tǐ zì,"tǐzì style of written Chinese, typface, font{Compare with 学,zì, xué study}",s,
1666,1666,296,體字,Tǐ zì,"tǐzì style of written Chinese, typface, font{Compare with 學,zì, xué study}",t,
1667,1667,297,请,qǐng,"please, request, invite",s,
1668,1668,297,請,qǐng,"please, request, invite",t,
1669,1669,297,请求,Qǐngqiú," qǐngqiú ask, request",s,
1670,1670,297,請求,Qǐngqiú,"請求 qǐngqiú ask, request",t,
1671,1671,298,交,jiāo,join,s,
1672,1672,298,交,jiāo,join,t,
1673,1673,298,交通,Jiāotōng, jiāotōng traffic,s,
1674,1674,298,交通,Jiāotōng,交通 jiāotōng traffic,t,
1675,1675,298,交换,Jiāohuàn, jiāohuàn exchange,s,
1676,1676,298,交換,Jiāohuàn,交換 jiāohuàn exchange,t,
1677,1677,299,爱,ài,(Equivalent:  爱情 àiqíng) love,s,
1678,1678,299,愛,ài,(Equivalent:  愛情 àiqíng) love,t,
1679,1679,299,爱人,Àirén," àirén spouse, lover",s,
1680,1680,299,愛人,Àirén,"愛人 àirén spouse, lover",t,
1681,1681,300,让,ràng,"let, allow",s,
1682,1682,300,讓,ràng,"let, allow",t,
1683,1683,301,认,rèn,"(Equivalent:  认为 rènwéi) consider, (Equivalent:  认识 rènshi) recognize",s,
1684,1684,301,認,rèn,"(Equivalent:  認為 rènwéi) consider, (Equivalent:  認識 rènshi) recognize",t,
1685,1685,302,算,suàn,"(Equivalent:  计算 jìsuàn) count, calculate, compute",s,
1686,1686,302,算,suàn,"(Equivalent:  計算 jìsuàn) count, calculate, compute",t,
1687,1687,302,算了,Suànle," suànle forget it, never mind",s,
1688,1688,302,算了,Suànle,"算了 suànle forget it, never mind",t,
1689,1689,303,论,lùn,theory,s,
1690,1690,303,論,lùn,theory,t,
1691,1691,303,论语,Lúnyǔ, Lúnyǔ The Confucian Analects,s,
1692,1692,303,論語,Lúnyǔ,論語 Lúnyǔ The Confucian Analects,t,
1693,1693,304,百,bǎi,hundred,s,
1694,1694,304,佰,bǎi,hundred,t,
1695,1695,304,抄总,Chāo zǒng, chāobòzǒng express/cover everything{Compare with 白 bái white},s,
1696,1696,304,抄總,Chāo zǒng, chāobòzǒng express/cover everything{Compare with 白 bái white},t,
1697,1697,305,吃,chī,eat,s,
1698,1698,305,吃,chī,eat,t,
1699,1699,305,吃吃,Chī chī, qīqī <the sound of giggling>,s,
1700,1700,305,吃吃,Chī chī,吃吃 qīqī <the sound of giggling>,t,
1701,1701,306,义,yì,"justice, (Equivalent:  意义 yìyì) meaning",s,
1702,1702,306,義,yì,"justice, (Equivalent:  意義 yìyì) meaning",t,
1703,1703,306,主义,Zhǔyì, zhǔyì ~ism,s,
1704,1704,306,主義,Zhǔyì,主義 zhǔyì ~ism,t,
1705,1705,307,科,kē,department,s,
1706,1706,307,科,kē,department,t,
1707,1707,307,科学,Kēxué, kēxué science,s,
1708,1708,307,科學,Kēxué,科學 kēxué science,t,
1709,1709,307,外科,Wàikē, wàikē surgery,s,
1710,1710,307,外科,Wàikē,外科 wàikē surgery,t,
1711,1711,308,怎,zěn,(Equivalent:  怎么 zěnme) how?,s,
1712,1712,308,怎,zěn,(Equivalent:  怎麼 zěnme) how?,t,
1713,1713,309,元,yuán,"first, primary, dollar, currency",s,
1714,1714,309,元,yuán,"first, primary, dollar, currency",t,
1715,1715,310,社,shè,"club, organized body, (Equivalent:  社会 shèhuì) society",s,
1716,1716,310,社,shè,"club, organized body, (Equivalent:  社會 shèhuì) society",t,
1717,1717,311,术,shù,"skill, (Equivalent:  艺术 yìshù) art",s,
1718,1718,311,術,shù,"skill, (Equivalent:  藝術 yìshù) art",t,
1719,1719,311,技术,Jìshù, jìshù technique,s,
1720,1720,311,技術,Jìshù,技術 jìshù technique,t,
1721,1721,311,术酒,Shù jiǔ, zhújiǔ medicinal wine,s,
1722,1722,311,術酒,Shù jiǔ,術酒 zhújiǔ medicinal wine,t,
1723,1723,312,结,jié,Knot,s,
1724,1724,312,結,jié,knot,t,
1725,1725,312,结果,Jiéguǒ, jiéguǒ result,s,
1726,1726,312,結果,Jiéguǒ,結果 jiéguǒ result,t,
1727,1727,312,结婚,Jiéhūn, jiéhūn marry,s,
1728,1728,312,結婚,Jiéhūn,結婚 jiéhūn marry,t,
1729,1729,312,结,jiē,bear fruit,s,
1730,1730,312,結,jiē,bear fruit,t,
1731,1731,313,六,liù,six,s,"陆,陸"
1732,1732,313,六,liù,six,t,"陆,陸"
1733,1733,313,六月,Liù yuè,liùyuè June{Compare with 兴 xìng prosper},s,"陆,陸"
1734,1734,313,六月,Liù yuè,liùyuè June{Compare with 興 xìng prosper},t,"陆,陸"
1735,1735,314,功,gōng,achievement,s,
1736,1736,314,功,gōng,achievement,t,
1737,1737,314,成功,Chénggōng, chénggōng succeed,s,
1738,1738,314,成功,Chénggōng,成功 chénggōng succeed,t,
1739,1739,314,功夫,Gōngfū," gōngfu time (duration), time (when), skill, art, work",s,
1740,1740,314,功夫,Gōngfū,"功夫 gōngfu time (duration), time (when), skill, art, work",t,
1741,1741,315,指,zhǐ,"point, (Equivalent:  指头 zhǐtou) finger, toe",s,
1742,1742,315,指,zhǐ,"point, (Equivalent:  指頭 zhǐtou) finger, toe",t,
1743,1743,315,指甲,Zhǐjiǎ, zhǐjia finger nail,s,
1744,1744,315,指甲,Zhǐjiǎ,指甲 zhǐjia finger nail,t,
1745,1745,316,思,sī,(Equivalent:  思想 sīxiǎng) thought,s,
1746,1746,316,思,sī,(Equivalent:  思想 sīxiǎng) thought,t,
1747,1747,316,意思,Yìsi, yìsi meaning,s,
1748,1748,316,意思,Yìsi,意思 yìsi meaning,t,
1749,1749,316,于思,Yú sāi, yúsāi richly bearded,s,
1750,1750,316,於思,Yú sāi,於思 yúsāi richly bearded,t,
1751,1751,317,非,fēi,"not, non-",s,
1752,1752,317,非,fēi,"not, non-",t,
1753,1753,317,非常,Fēicháng," fēicháng unusually, extraordinary, special, very, extremely",s,
1754,1754,317,非常,Fēicháng,"非常 fēicháng unusually, extraordinary, special, very, extremely",t,
1755,1755,318,流,liú,"to flow, stream",s,
1756,1756,318,流,liú,"to flow, stream",t,
1757,1757,318,电流,Diànliú, diànliú electric current,s,
1758,1758,318,電流,Diànliú,電流 diànliú electric current,t,
1759,1759,318,交流,Jiāoliú," jiāoliú to exchange, alternate",s,
1760,1760,318,交流,Jiāoliú,"交流 jiāoliú to exchange, alternate",t,
1761,1761,319,每,měi,"every, each",s,
1762,1762,319,每,měi,"every, each",t,
1763,1763,319,每天,Měitiān, měitiān every day,s,
1764,1764,319,每天,Měitiān,每天 měitiān every day,t,
1765,1765,320,青,qīng,nature's colour blue/green/black...,s,
1766,1766,320,青,qīng,nature's colour blue/green/black...,t,
1767,1767,320,青年,Qīngnián, qīngnián youth,s,
1768,1768,320,青年,Qīngnián,青年 qīngnián youth,t,
1769,1769,320,青蛙,Qīngwā, qīngwā frog,s,
1770,1770,320,青蛙,Qīngwā,青蛙 qīngwā frog,t,
1771,1771,321,管,guǎn,"tube, (Equivalent:  管理 guǎnlǐ) manage, supervise",s,
1772,1772,321,管,guǎn,"tube, (Equivalent:  管理 guǎnlǐ) manage, supervise",t,
1773,1773,321,不管,Bùguǎn," bùguǎn no matter, regardless of",s,
1774,1774,321,不管,Bùguǎn,"不管 bùguǎn no matter, regardless of",t,
1775,1775,322,夫,fū,"man, (Equivalent:  丈夫 zhàngfu) husband",s,
1776,1776,322,夫,fū,"man, (Equivalent:  丈夫 zhàngfu) husband",t,
1777,1777,322,工夫,Gōngfū," gōngfu time, duration, skill",s,
1778,1778,322,工夫,Gōngfū,"工夫 gōngfu time, duration, skill",t,
1779,1779,322,大夫,Dàfū, dàifu doctor,s,
1780,1780,322,大夫,Dàfū,大夫 dàifu doctor,t,
1781,1781,322,夫,fú,"this/that (person){Compare with 天 tiān heaven and 失, shī lose}",s,
1782,1782,322,夫,fú,"this/that (person){Compare with 天 tiān heaven and 失, shī lose}",t,
1783,1783,323,连,lián,"connect, including",s,
1784,1784,323,連,lián,"connect, including",t,
1785,1785,323,连忙,Liánmáng, liánmáng right away,s,
1786,1786,323,連忙,Liánmáng,連忙 liánmáng right away,t,
1787,1787,323,连续,Liánxù, liánxù continuous,s,
1788,1788,323,連續,Liánxù,連續 liánxù continuous,t,
1789,1789,324,远,yuǎn,Far,s,
1790,1790,324,遠,yuǎn,far,t,
1791,1791,325,资,zī,"money, expenses",s,
1792,1792,325,資,zī,"money, expenses",t,
1793,1793,325,资本主义,Zīběn zhǔyì, zīběnzhǔyì capitalism,s,
1794,1794,325,資本主義,Zīběn zhǔyì,資本主義 zīběnzhǔyì capitalism,t,
1795,1795,325,投资,Tóuzī, tóuzī invest,s,
1796,1796,325,投資,Tóuzī,投資 tóuzī invest,t,
