,Unnamed: 0,cat,word/character,pronunciation,definition,code,alt
0,0,1,的,de,<grammatical particle marking genitive as well as simple and composed adjectives>,s,
1,1,1,的,de,<grammatical particle marking genitive as well as simple and composed adjectives>,t,
2,2,1,我的,Wǒ de,mine,s,
3,3,1,我的,Wǒ de,mine,t,
4,4,1,高的,Gāo de," gāode high, tall",s,
5,5,1,高的,Gāo de,"高的 gāode high, tall",t,
6,6,1,是的,Shì de," shìde that's it, that's right",s,
7,7,1,是的,Shì de,"是的 shìde that's it, that's right",t,
8,8,1,是的,Shì de,shìde one who...,s,
9,9,1,是的,Shì de,shìde one who...,t,
10,10,1,他是说汉语的,Tā shì shuō hànyǔ de,Tā shì shuō Hànyǔde. He is one who speaks Chinese.,s,
11,11,1,他是說漢語的,Tā shì shuō hànyǔ de,他是說漢語的. Tā shì shuō Hànyǔde. He is one who speaks Chinese.,t,
12,12,1,目的,Mùdì, mùdì goal,s,
13,13,1,目的,Mùdì,目的 mùdì goal,t,
14,14,1,的,dí,"true, real",s,
15,15,1,的,dí,"true, real",t,
16,16,1,的确,Díquè, díquè certainly,s,
17,17,1,的確,Díquè,的確 díquè certainly,t,
18,18,2,一,yī,"one, a little",s,壹
19,19,2,一,yī,"one, a little",t,壹
20,20,2,第一,Dì yī," dì-yī first, primary",s,壹
21,21,2,第一,Dì yī,"第一 dì-yī first, primary",t,壹
22,22,2,看一看,Kàn yī kàn, kànyīkàn have a (quick) look at,s,壹
23,23,2,看一看,Kàn yī kàn,看一看 kànyīkàn have a (quick) look at,t,壹
24,24,2,一,yí,(used before tones #4 and #5),s,壹
25,25,2,一,yí,(used before tones #4 and #5),t,壹
26,26,2,一个人,Yīgè rén, yíge rén one person,s,壹
27,27,2,一個人,Yīgèrén,一個人 yíge rén one person,t,壹
28,28,2,一定,Yīdìng, yídìng certain,s,壹
29,29,2,一定,Yīdìng,一定 yídìng certain,t,壹
30,30,2,一样,Yīyàng, yíyàng same,s,壹
31,31,2,一樣,Yīyàng,一樣 yíyàng same,t,壹
32,32,2,一月,Yī yuè, yíyuè January,s,壹
33,33,2,一月,Yī yuè,一月 yíyuè January,t,壹
34,34,2,一,yì,"(used before tones #1, #2 and #3)",s,壹
35,35,2,一,yì,"(used before tones #1, #2 and #3)",t,壹
36,36,2,一点儿,Yīdiǎn er, yìdiǎnr a little,s,壹
37,37,2,一點兒,Yīdiǎn er,一點兒 yìdiǎnr a little,t,壹
38,38,2,一些,Yīxiē,"yìxiē some {Compare with 幺 yāo, which also means one}",s,壹
39,39,2,一些,Yīxiē,"yìxiē some {Compare with 幺 yāo, which also means one}",t,壹
40,40,3,是,shì,"to be, 是不是? shìbushì? is (it) or is (it) not?",s,
41,41,3,是,shì,"to be, 是不是? shìbushì? is (it) or is (it) not?",t,
42,42,3,是否,Shìfǒu," shìfǒu whether or not, is (it) or is (it) not?",s,
43,43,3,是否,Shìfǒu,"是否 shìfǒu whether or not, is (it) or is (it) not?",t,
44,44,4,不,bù,No,s,
45,45,4,不,bù,No,t,
46,46,4,不,bú,(used before tone #4),s,
47,47,4,不,bú,(used before tone #4),t,
48,48,4,不是,Bùshì, bú shì isn't,s,
49,49,4,不是,Bùshì,不是 bú shì isn't,t,
50,50,5,了,le,<verb particle marking a new situation or a completed action>,s,
51,51,5,了,le,<verb particle marking a new situation or a completed action>,t,
52,52,5,你来了!,Nǐ láile!,You are here!,s,
53,53,5,你來了!,Nǐ láile!,You are here!,t,
54,54,5,了解,Liǎojiě," liǎojiě) understand, comprehend",s,
55,55,5,了解,Liǎojiě,"end, finish, settle, dispose of, know clearly, to be able, (Equivalent:  了解 liǎojiě) understand, comprehend",t,
56,56,5,了了,Liǎoliǎo," liǎoliaǒ clearly understand, settle (a debt/etc.), to be intelligent",s,
57,57,5,了了,Liǎoliǎo,"了了 liǎoliaǒ clearly understand, settle (a debt/etc.), to be intelligent",t,
58,58,5,了了,Liǎoliǎo, liǎole to be over/ended/finnish/settled,s,
59,59,5,了了,Liǎoliǎo,了了 liǎole to be over/ended/finnish/settled,t,
60,60,5,你卖不了,Nǐ mài bùliǎo,! Nǐ mài bùliǎo! You will not be able to sell (it)!,s,
61,61,5,你賣不了,Nǐ mài bùliǎo,你賣不了! Nǐ mài bùliǎo! You will not be able to sell (it)!,t,
62,62,5,瞭,liào,"to survey/watch{Compare with 子, zǐ child}",s,
63,63,5,瞭,liào,"to survey/watch{Compare with 子, zǐ child}",t,
64,64,6,人,rén,person,s,
65,65,6,人,rén,person,t,
66,66,6,人类,Rénlèi, rénlèi humankind,s,
67,67,6,人類,Rénlèi,人類 rénlèi humankind,t,
68,68,6,有人吗?,Yǒurén ma?,yǒu rén ma? Is there anybody here?,s,
69,69,6,有人嗎?,Yǒurén ma?,yǒu rén ma? Is there anybody here?,t,
70,70,7,我,wǒ,"I, me, my",s,
71,71,7,我,wǒ,"I, me, my",t,
72,72,7,我们,Wǒmen,"wǒmen we, us{Compare with 找 zhǎo seek}",s,
73,73,7,我們,Wǒmen,"wǒmen we, us{Compare with 找 zhǎo seek}",t,
74,74,8,在,zài,exist,s,
75,75,8,在,zài,exist,t,
76,76,8,现在,Xiànzài,Now,s,
77,77,8,現在,Xiànzài,now,t,
78,78,8,存在,Cúnzài, cúnzài exist,s,
79,79,8,存在,Cúnzài,存在 cúnzài exist,t,
80,80,9,有,yǒu,"have, there is",s,
81,81,9,有,yǒu,"have, there is",t,
82,82,9,没有,Méiyǒu," méiyǒu haven't, there isn't",s,
83,83,9,沒有,Méiyǒu,"沒有 méiyǒu haven't, there isn't",t,
84,84,9,有没有,Yǒu méiyǒu,? Yǒuméiyǒu? Is there or isn't there? Have (you) or haven't (you)?,s,
85,85,9,有沒有,Yǒu méiyǒu,有沒有? Yǒuméiyǒu? Is there or isn't there? Have (you) or haven't (you)?,t,
86,86,9,有的,Yǒu de, yǒude some,s,
87,87,9,有的,Yǒu de,有的 yǒude some,t,
88,88,9,有,yòu,"(Equivalent:  又 yòu) again, both... and...",s,
89,89,9,有,yòu,"(Equivalent:  又 yòu) again, both... and...",t,
90,90,10,他,tā,"he, him, his, (she, her, it, its), (Equivalent:  其他 qítā) other",s,
91,91,10,他,tā,"he, him, his, (she, her, it, its), (Equivalent:  其他 qítā) other",t,
92,92,10,他,tuō,"(in classical texts) someone else, something else",s,
93,93,10,他,tuō,"(in classical texts) someone else, something else",t,
94,94,11,这,zhè,this,s,
95,95,11,這,zhè,this,t,
96,96,11,这儿,Zhè'er, zhèr here,s,
97,97,11,這兒,Zhè'er,這兒 zhèr here,t,
98,98,11,这,zhèi,this (before classifier),s,
99,99,11,這,zhèi,this (before classifier),t,
100,100,12,中,zhōng,"middle, in",s,
101,101,12,中,zhōng,"middle, in",t,
102,102,12,中国,Zhōngguó, Zhōngguó China,s,
103,103,12,中國,Zhōngguó,中國 Zhōngguó China,t,
104,104,12,中,zhòng,hit (a target),s,
105,105,12,中,zhòng,hit (a target),t,
106,106,13,大,dà,big,s,
107,107,13,大,dà,big,t,
108,108,13,多大,Duōdà,? duōdà? how large?,s,
109,109,13,多大,Duōdà,多大? duōdà? how large?,t,
110,110,13,大小,Dàxiǎo, dàxiǎo size,s,
111,111,13,大小,Dàxiǎo,大小 dàxiǎo size,t,
112,112,13,大家,Dàjiā, dàjiā everybody,s,
113,113,13,大家,Dàjiā,大家 dàjiā everybody,t,
114,114,13,大夫,Dàfū,dàifu doctor{Compare with 太 tài very and 木 mù tree},s,
115,115,13,大夫,Dàfū,dàifu doctor{Compare with 太 tài very and 木 mù tree},t,
116,116,14,来,lái,come,s,
117,117,14,來,lái,come,t,
118,118,14,原来,Yuánlái," yuánlái originally, as a matter of fact",s,
119,119,14,原來,Yuánlái,"原來 yuánlái originally, as a matter of fact",t,
120,120,14,来年,Láinián, láinián coming/next year(s),s,
121,121,14,來年,Lái nián,來年 láinián coming/next year(s),t,
122,122,14,来,lai,(when used as a verb complement),s,
123,123,14,來,lai,(when used as a verb complement),t,
124,124,14,起来,Qǐlái, qǐlai get up,s,
125,125,14,起來,Qǐlái,起來 qǐlai get up,t,
126,126,15,上,shàng,"above, on, over, top, (go) up, last, previous",s,
127,127,15,上,shàng,"above, on, over, top, (go) up, last, previous",t,
128,128,15,上声,Shàng shēng, shǎngshēng 3rd tone in Mandarin,s,
129,129,15,上聲,Shàng shēng,上聲 shǎngshēng 3rd tone in Mandarin,t,
130,130,15,上,shang,(when used as a verb complement){Compare with 下 xià under},s,
131,131,15,上,shang,(when used as a verb complement){Compare with 下 xià under},t,
132,132,16,国,guó,"(Equivalent:  国家 guójiā) country, state, nation, <family name>",s,
133,133,16,國,guó,"(Equivalent:  國家 guójiā) country, state, nation, <family name>",t,
134,134,16,中国,Zhōngguó, Zhōngguó China,s,
135,135,16,中國,Zhōngguó,中國 Zhōngguó China,t,
136,136,16,美国,Měiguó,USA,s,
137,137,16,美國,Měiguó,America,t,
138,138,17,个,gè,<general and non-specific classifier>,s,
139,139,17,個,gè,<general and non-specific classifier>,t,箇
140,140,17,个人,Gèrén, gèrén personal,s,
141,141,17,個人,Gèrén,個人 gèrén personal,t,
142,142,17,个人主页,Gèrén zhǔyè, gèrénzhùyè personal homepage,s,
143,143,17,個人主頁,Gèrén zhǔyè,個人主頁 gèrénzhùyè personal homepage,t,
144,144,17,自个,Zì gě, zìgě oneself,s,
145,145,17,自個,Zì gě,自個 zìgě oneself,t,
146,146,18,到,dào,"to, towards, until, arrive, reach",s,
147,147,18,到,dào,"to, towards, until, arrive, reach",t,
148,148,19,说,shuō,"explain, scold, refer to, (Equivalent:  说话 shuōhuà) speak, say",s,
149,149,19,說,shuō,"explain, scold, refer to, (Equivalent:  說話 shuōhuà) speak, say",t,
150,150,19,游说,Yóushuì, yóushuō persuade,s,
151,151,19,游說,Yóushuō,游說 yóushuō persuade,t,
152,152,19,说,shuì,try to persuade,s,
153,153,19,說,shuì,try to persuade,t,
154,154,19,游说,Yóushuì, yóushuì lobbying,s,
155,155,19,游說,Yóushuō,游說 yóushuì lobbying,t,
156,156,20,们,men,(pluralizing suffix for pronouns and human nouns),s,
157,157,20,們,men,(pluralizing suffix for pronouns and human nouns),t,
158,158,20,我们,Wǒmen,us,s,
159,159,20,我們,Wǒmen,we,t,
160,160,20,人们,Rénmen, rénmen people,s,
161,161,20,人們,Rénmen,人們 rénmen people,t,
162,162,21,为,wèi,"for, for the sake of, in order to, in this connection",s,
163,163,21,為,wèi,"for, for the sake of, in order to, in this connection",t,
164,164,21,为,wéi,"do, act, act as, be, become",s,
165,165,21,為,wéi,"do, act, act as, be, become",t,
166,166,21,认为,Rènwéi, rènwéi think or believe that...,s,
167,167,21,認為,Rènwéi,認為 rènwéi think or believe that...,t,
168,168,21,以为,Yǐwéi,yǐwéi think or believe erroneously that...,s,
169,169,21,以為,Yǐwéi,yǐwéi think or believe erroneously that...,t,
170,170,22,子,zǐ,"child, son",s,
171,171,22,子,zǐ,"child, son",t,
172,172,22,子女,Zǐnǚ, zǐnǚ sons and daughters,s,
173,173,22,子女,Zǐnǚ,子女 zǐnǚ sons and daughters,t,
174,174,22,儿子,Érzǐ,son,s,
175,175,22,兒子,Érzǐ,son,t,
176,176,22,子,zi,(noun suffix),s,
177,177,22,子,zi,(noun suffix),t,
178,178,22,桌子,Zhuōzǐ,zhuōzi table,s,
179,179,22,桌子,Zhuōzǐ,zhuōzi table,t,
180,180,23,龢,hé,harmony,t,
181,181,23,和,hé,"together, with, (Traditional: 龢) harmony, gentle, mild, kind, <family name>",s,
182,182,23,龢,hé,"together, with, gentle, mild, kind, <family name>",t,
183,183,23,和平,Hépíng, hépíng peace,s,
184,184,23,龢平,Hé píng,龢平 hépíng peace,t,
185,185,23,和,Hé,Japan,s,
186,186,23,龢,Hé,Japan,t,
187,187,23,暖和,Nuǎnhuo, nuǎnhuo nice and warm,s,
188,188,23,暖龢,Nuǎn hé,暖龢 nuǎnhuo nice and warm,t,
189,189,23,和,hè,"join in singing, compose a poem in reply",s,
190,190,23,龢,hè,"join in singing, compose a poem in reply",t,
191,191,23,和,huó,mix with water,s,
192,192,23,龢,huó,mix with water,t,
193,193,23,和,huò,"mix, blend",s,
194,194,23,龢,huò,"mix, blend",t,
195,195,23,和,hú,complete a set in Mahjong,s,
196,196,23,龢,hú,complete a set in Mahjong,t,
197,197,24,你,nǐ,"(Alternative feminine form: 妳 nǐ) you, your",s,
198,198,24,你,nǐ,"(Alternative feminine form: 妳 nǐ) you, your",t,
199,199,24,你们,Nǐmen, nǐmen you (plural),s,
200,200,24,你們,Nǐmen,你們 nǐmen you (plural),t,
201,201,25,地,dì,"earth, ground, soil, place, position, distance",s,
202,202,25,地,dì,"earth, ground, soil, place, position, distance",t,
203,203,25,地支,Dìzhī, dìzhī the Twelve Terrestrial Branches,s,
204,204,25,地支,Dìzhī,地支 dìzhī the Twelve Terrestrial Branches,t,
205,205,25,地,de,"<adverbial particle: descripion + 地 + verb>, ~ly",s,
206,206,25,地,de,"<adverbial particle: descripion + 地 + verb>, ~ly",t,
207,207,25,快地走,Kuài dì zǒu, kuàide zǒu walk quickly,s,
208,208,25,快地走,Kuài dì zǒu,快地走 kuàide zǒu walk quickly,t,
209,209,26,出,chū,"go out, come out, in direction out from something, emit, issue, prouce",s,
210,210,26,齣,chū,"go out, come out, in direction out from something, emit, issue, prouce",t,
211,211,26,齣,chū,<classifier for operas and plays>,t,
212,212,26,出现,Chūxiàn," chūxiàn appear, emerge, (Traditional: 出) <classifier for operas and plays>",s,
213,213,26,齣現,Chūxiàn,"齣現 chūxiàn appear, emerge",t,
214,214,27,道,dào,"way, path, channel, way, say, a streak (of light), doctrine, <classifier for rivers, topics, etc.>, (Equivalent:  道教 Dàojiào) Taoism",s,
215,215,27,道,dào,"way, path, channel, way, say, a streak (of light), doctrine, <classifier for rivers, topics, etc.>, (Equivalent:  道教 Dàojiào) Taoism",t,
216,216,27,知道,Zhīdào,zhīdao know,s,
217,217,27,知道,Zhīdào,知道zhīdao know,t,
218,218,27,道,dǎo,(Equivalent:  导 dǎo) lead,s,
219,219,27,道,dǎo,(Equivalent:  導 dǎo) lead,t,
220,220,27,领道/领导,Lǐng dào/lǐngdǎo, lǐngdǎo leader,s,
221,221,27,領道/領導,Lǐng dào/lǐngdǎo, lǐngdǎo leader,t,
222,222,28,也,yě,"also, as well",s,
223,223,28,也,yě,"also, as well",t,
224,224,28,也许,Yěxǔ, yěxǔ perhaps,s,
225,225,28,也許,Yěxǔ,也許 yěxǔ perhaps,t,
226,226,29,时,shí,"period, season, (Equivalent:  时间 shíjiān, =时候 shíhou) time, (Equivalent:  小时 xiǎoshí) hour",s,
227,227,29,時,shí,"period, season, (Equivalent:  時間 shíjiān, =時候 shíhou) time, (Equivalent:  小時 xiǎoshí) hour",t,
228,228,30,年,nián,"year, <family name>",s,
229,229,30,年,nián,"year, <family name>",t,
230,230,30,今年,Jīnnián, jīnnián this year,s,
231,231,30,今年,Jīnnián,今年 jīnnián this year,t,
232,232,30,明年,Míngnián, míngnián next year,s,
233,233,30,明年,Míngnián,明年 míngnián next year,t,
234,234,30,去年,Qùnián, qùnián last year,s,
235,235,30,去年,Qùnián,去年 qùnián last year,t,
236,236,30,中年,Zhōng nián, zhōngnián middle age,s,
237,237,30,中年,Zhōng nián,中年 zhōngnián middle age,t,
238,238,31,得,de,<adverbial particle: verb + 得 + descripion>,s,
239,239,31,得,de,<adverbial particle: verb + 得 + descripion>,t,
240,240,31,走得快,Zǒu dé kuài, zǒude kuài walk quickly,s,
241,241,31,走得快,Zǒu dé kuài,走得快 zǒude kuài walk quickly,t,
242,242,31,得,dé,"get, reach, achieve",s,
243,243,31,得,dé,"get, reach, achieve",t,
244,244,31,得,děi,should,s,
245,245,31,得,děi,should,t,
246,246,32,就,jiù,"just, simply, right away",s,
247,247,32,就,jiù,"just, simply, right away",t,
248,248,32,就要,Jiù yào, jiùyào about to (do something),s,
249,249,32,就要,Jiù yào,就要 jiùyào about to (do something),t,
250,250,32,这就是我,Zhè jiùshì wǒ,! Zhè jiùshì wǒ! This is simply me!,s,
251,251,32,這就是我,Zhè jiùshì wǒ,這就是我! Zhè jiùshì wǒ! This is simply me!,t,
252,252,32,他就要去,Tā jiù yào qù,. Tā jiùyàoqù. He is about to leave.,s,
253,253,32,他就要去,Tā jiù yào qù,他就要去. Tā jiùyàoqù. He is about to leave.,t,
254,254,33,那,nà,that,s,
255,255,33,那,nà,that,t,
256,256,33,那,nèi,that (before classifier),s,
257,257,33,那,nèi,that (before classifier),t,
258,258,33,禅那,Chán nà, chánnuó deep meditation,s,
259,259,33,禪那,Chán nà,禪那 chánnuó deep meditation,t,
260,260,33,无那,Wú nà," wúnuò helpless, unfortunately",s,
261,261,33,無那,Wú nà,"無那 wúnuò helpless, unfortunately",t,
262,262,33,那,nǎ,(Equivalent:  哪 nǎ) what?,s,
263,263,33,那,nǎ,(Equivalent:  哪 nǎ) what?,t,
264,264,33,那,něi,(Equivalent:  哪 něi before classifier) which?,s,
265,265,33,那,něi,(Equivalent:  哪 něi before classifier) which?,t,
266,266,34,要,yào,"want, will, shall, need, important, essential",s,
267,267,34,要,yào,"want, will, shall, need, important, essential",t,
268,268,34,主要,Zhǔyào," zhǔyào main, fundamental",s,
269,269,34,主要,Zhǔyào,"主要 zhǔyào main, fundamental",t,
270,270,34,要求,Yāoqiú, yāoqiú demand,s,
271,271,34,要求,Yāoqiú,要求 yāoqiú demand,t,
272,272,35,下,xià,"below, under, (go) down, next (as opposed to previous/last){Compare with 上 shàng above}",s,
273,273,35,下,xià,"below, under, (go) down, next (as opposed to previous/last){Compare with 上 shàng above}",t,
274,274,36,以,yǐ,"use, take, according to, because of, in order to",s,
275,275,36,以,yǐ,"use, take, according to, because of, in order to",t,
276,276,36,可以,Kěyǐ," kěyǐ OK, may",s,
277,277,36,可以,Kěyǐ,"可以 kěyǐ OK, may",t,
278,278,36,所以,Suǒyǐ," suǒyǐ so, therefore, as a result",s,
279,279,36,所以,Suǒyǐ,"所以 suǒyǐ so, therefore, as a result",t,
280,280,36,以外,Yǐwài," yǐwài beyond,except",s,
281,281,36,以外,Yǐwài,"以外 yǐwài beyond,except",t,
282,282,37,生,shēng,"give birth, life",s,
283,283,37,生,shēng,"give birth, life",t,
284,284,37,先生,Xiānshēng," xiānsheng mister, gentleman, Sir",s,
285,285,37,先生,Xiānshēng,"先生 xiānsheng mister, gentleman, Sir",t,
286,286,38,会,huì,"can, able, meet, meeting, society, union, party",s,
287,287,38,會,huì,"can, able, meet, meeting, society, union, party",t,
288,288,38,会计,Kuàijì, kuàijì accounting,s,
289,289,38,會計,Kuàijì,會計 kuàijì accounting,t,
290,290,38,会儿,Huì er, huìr moment,s,
291,291,38,會兒,Huì er,會兒 huìr moment,t,
292,292,39,自,zì,"from, since, (Equivalent:  自己 zìjǐ) self",s,
293,293,39,自,zì,"from, since, (Equivalent:  自己 zìjǐ) self",t,
294,294,39,自然,Zìrán,zìrán nature,s,
295,295,39,自然,Zìrán,zìrán nature,t,
296,296,40,着,zhe,<verb particle marking a continuing progress/state>,s,
297,297,40,著,zhe,<verb particle marking a continuing progress/state>,t,
298,298,40,着,zháo,touch,s,
299,299,40,著,zháo,touch,t,
300,300,40,着,zhuó,"wear clothes, dress, touch",s,
301,301,40,著,zhuó,"wear clothes, dress, touch",t,
302,302,40,招,zhāo,make move in chess,t,
303,303,40,着,zhāo,"put in, add, (Traditional: 招) make move in chess, trick, decieve",s,
304,304,40,著,zhāo,"put in, add, trick, decieve",t,
305,305,41,去,qù,"go, leave, depart (opposite of 来 lái)",s,
306,306,41,去,qù,"go, leave, depart (opposite of 來 lái)",t,
307,307,42,之,zhī,"<subordinator similar to 的 de>, it (in classical texts)",s,
308,308,42,之,zhī,"<subordinator similar to 的 de>, it (in classical texts)",t,
309,309,43,过,guò,"pass, cross, go by, exceed, <verb particle marking that someone has had the experience of doing something, that it hashappened at least once>",s,
310,310,43,過,guò,"pass, cross, go by, exceed, <verb particle marking that someone has had the experience of doing something, that it hashappened at least once>",t,
311,311,43,过马路,Guò mǎlù, guò mǎlù cross the street,s,
312,312,43,過馬路,Guò mǎlù,過馬路 guò mǎlù cross the street,t,
313,313,43,我去过中国两次,Wǒ qùguò zhōngguó liǎng cì,. wǒ qùguo Zhōngguó liǎng cì. I have gone to China twice.,s,
314,314,43,我去過中國兩次,Wǒ qùguò zhōngguó liǎng cì,我去過中國兩次. wǒ qùguo Zhōngguó liǎng cì. I have gone to China twice.,t,
315,315,44,家,jiā,"home, house, family",s,
316,316,44,家,jiā,"home, house, family",t,
317,317,44,国家,Guójiā, guójiā nation,s,
318,318,44,國家,Guójiā,國家 guójiā nation,t,
319,319,44,大家,Dàjiā, dàjiā everybody,s,
320,320,44,大家,Dàjiā,大家 dàjiā everybody,t,
321,321,44,整天家,Zhěng tiān jiā, zhěngtiānjie all day long,s,
322,322,44,整天家,Zhěng tiān jiā,整天家 zhěngtiānjie all day long,t,
323,323,44,家里,Jiālǐ," jiālǐ (at) home, (in the) family",s,
324,324,44,家裏,Jiā lǐ,"家裏 jiālǐ (at) home, (in the) family",t,
325,325,45,学,xué,"study, learn",s,
326,326,45,學,xué,"study, learn",t,
327,327,45,学校,Xuéxiào, xuéxiào school,s,
328,328,45,學校,Xuéxiào,學校 xuéxiào school,t,
329,329,45,学生,Xuéshēng,xuésheng student,s,
330,330,45,學生,Xuéshēng,xuésheng student,t,
331,331,46,对,duì,"correct, answer, treat, agree, mutual, pair",s,
332,332,46,對,duì,"correct, answer, treat, agree, mutual, pair",t,
333,333,46,对不起,Duìbùqǐ, duìbuqǐ excuse me,s,
334,334,46,對不起,Duìbùqǐ,對不起 duìbuqǐ excuse me,t,
335,335,47,可,kě,"~able, (Equivalent:  可以 kěyǐ) may, can, (Equivalent:  可是 kěshì) but, however",s,
336,336,47,可,kě,"~able, (Equivalent:  可以 kěyǐ) may, can, (Equivalent:  可是 kěshì) but, however",t,
337,337,47,可爱,Kě'ài," kě'ài loveable, cute",s,
338,338,47,可愛,Kě'ài,"可愛 kě'ài loveable, cute",t,
339,339,47,可能,Kěnéng," kě'néng possible, probable, maybe",s,
340,340,47,可能,Kěnéng,"可能 kě'néng possible, probable, maybe",t,
341,341,47,可口可乐,Kěkǒukělè, kěkǒukělè Coca Cola,s,
342,342,47,可口可樂,Kěkǒukělè,可口可樂 kěkǒukělè Coca Cola,t,
343,343,47,可汗,Kè hán, kèhán khan,s,
344,344,47,可汗,Kè hán,可汗 kèhán khan,t,
345,345,48,她,tā,"she, her",s,
346,346,48,她,tā,"she, her",t,
347,347,49,裏,lǐ,inside,t,裡
348,348,49,里,lǐ,"neighbourhood, half kilometer, <family name>, (Traditional: 里,裡) in, inside, lining",s,
349,349,49,里,lǐ,"neighbourhood, half kilometer, <family name>, inside, lining",t,
350,350,49,哪里,Nǎlǐ,? nǎli? where?,s,
351,351,49,哪裏,Nǎlǐ,哪裏? nǎli? where?,t,
352,352,49,那里,Nàlǐ, nàli there,s,
353,353,49,那裏,Nàlǐ,那裏 nàli there,t,
354,354,49,这里,Zhèlǐ, zhèli here,s,
355,355,49,這裏,Zhèlǐ,這裏 zhèli here,t,
356,356,50,後,hòu,after,t,
357,357,50,后,hòu,"queen, (Traditional: 后) after, behind, <family name>",s,
358,358,50,後,hòu,"queen, behind, <family name>",t,
359,359,50,后天,Hòutiān, hòutiān the day after tomorrow,s,
360,360,50,後天,Hòutiān,後天 hòutiān the day after tomorrow,t,
361,361,51,小,xiǎo,small,s,
362,362,51,小,xiǎo,small,t,
363,363,51,大小,Dàxiǎo, dàxiǎo size,s,
364,364,51,大小,Dàxiǎo,大小 dàxiǎo size,t,
365,365,52,麼,Me,(interrogative suffix,t,末
366,366,52,么,Me,"(Traditional: 麼,末) (interrogative suffix) 什么? shénme? what?",s,
367,367,52,麼,Me,"(Traditional: 麼,末) (interrogative suffix) 甚麼? shénme? what?",t,
368,368,52,为什么?,Wèishéme?, wèishénme? why?,s,
369,369,52,為甚麼?,Wéishènme?, wèishénme? why?,t,
370,370,52,怎么,me/mo,? zěnme? how?,s,
371,371,52,怎麼,me/mo,怎麼? zěnme? how?,t,
372,372,52,么,yāo,"youngest, one (e.g. in bus/house/phone numbers)",s,
373,373,52,麼,yāo,"(Simplified:  幺) youngest, one (e.g. in bus/house/phone numbers)",t,
374,374,53,心,xīn,heart,s,
375,375,53,心,xīn,heart,t,
376,376,53,小心,Xiǎoxīn, xiǎoxīn be careful,s,
377,377,53,小心,Xiǎoxīn,小心 xiǎoxīn be careful,t,
378,378,53,心理,Xīnlǐ," xīnlǐ psychology, mentality",s,
379,379,53,心理,Xīnlǐ,"心理 xīnlǐ psychology, mentality",t,
380,380,53,中心,Zhōngxīn, zhōngxīn center,s,
381,381,53,中心,Zhōngxīn,中心 zhōngxīn center,t,
382,382,54,多,duō,"many, much, more",s,
383,383,54,多,duō,"many, much, more",t,
384,384,54,多大,Duōdà, duōdà how large?,s,
385,385,54,多大,Duōdà,多大 duōdà how large?,t,
386,386,54,多少,Duōshǎo, duōshǎo how many/much?,s,
387,387,54,多少,Duōshǎo,多少 duōshǎo how many/much?,t,
388,388,55,天,tiān,"sky, heaven, god, day, (Equivalent:  天空 tiānkōng) sky",s,
389,389,55,天,tiān,"sky, heaven, god, day, (Equivalent:  天空 tiānkōng) sky",t,
390,390,55,天气,Tiānqì, tiānqì weather{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters aresometimes used as ordinal numbers}{Compare with 夫 fū man and 无,s,
391,391,55,天氣,Tiānqì, tiānqì weather{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters aresometimes used as ordinal numbers}{Compare with 夫 fū man and 無,t,
392,392,56,而,ér,"(Equivalent:  而且 érqiě) and, furthermore, (Equivalent:  然而 rán'ér) yet, even so",s,
393,393,56,而,ér,"(Equivalent:  而且 érqiě) and, furthermore, (Equivalent:  然而 rán'ér) yet, even so",t,
394,394,57,能,néng,"can, be able",s,
395,395,57,能,néng,"can, be able",t,
396,396,57,能够,Nénggòu, nénggòu be capable of,s,
397,397,57,能夠,Nénggòu,能夠 nénggòu be capable of,t,
398,398,57,可能,Kěnéng, kě'néng maybe,s,
399,399,57,可能,Kěnéng,可能 kě'néng maybe,t,
400,400,58,好,hǎo,"good, good to..., easy to...",s,
401,401,58,好,hǎo,"good, good to..., easy to...",t,
402,402,58,你好,Nǐ hǎo,! Nǐhǎo! Hello!,s,
403,403,58,你好,Nǐ hǎo,你好! Nǐhǎo! Hello!,t,
404,404,58,好,hào,to like,s,
405,405,58,好,hào,to like,t,
406,406,58,好好儿,Hǎohǎo er, hǎohāor in perfectly good condition,s,
407,407,58,好好兒,Hǎohǎo er,好好兒 hǎohāor in perfectly good condition,t,
408,408,59,都,dōu,All,s,
409,409,59,都,dōu,All,t,
410,410,59,首都,Shǒudū, shǒudū) capital city,s,
411,411,59,首都,Shǒudū,(Equivalent:  首都 shǒudū) capital city,t,
412,412,60,然,rán,"right, correct, so, like that",s,
413,413,60,然,rán,"right, correct, so, like that",t,
414,414,60,虽然,Suīrán, suīrán although,s,
415,415,60,雖然,Suīrán,雖然 suīrán although,t,
416,416,60,忽然,Hūrán, hūrán suddenly,s,
417,417,60,忽然,Hūrán,忽然 hūrán suddenly,t,
418,418,60,当然,Dāngrán, dāngrán of course,s,
419,419,60,當然,Dāngrán,當然 dāngrán of course,t,
420,420,60,自然,Zìrán, zìrán nature,s,
421,421,60,自然,Zìrán,自然 zìrán nature,t,
