cat,word/character,pronunciation,definition,code,alt
537,复,fù,"(F 復) 恢复 huīfù recover, complex",t,
538,伤,shāng,"wound, injury, injure",s,
538,傷,shāng,"wound, injury, injure",t,
539,类,lèi,"category, kind, type",s,
539,類,lèi,"category, kind, type",t,
540,备,bèi,"(=准备 zhǔnbèi) get ready, prepare",s,
540,備,bèi,"(=准备 zhǔnbèi) get ready, prepare",t,
541,欢,huān,"(=欢乐 huānlè) happy, joyous",s,
541,歡,huān,"(=欢乐 huānlè) happy, joyous",t,
542,另,lìng,other,s,
542,另,lìng,other,t,
543,港,gǎng,harbor,s,
543,港,gǎng,harbor,t,
544,势,shì,power,s,
544,勢,shì,power,t,
545,刻,kè,"carve, quarter hour, moment",s,
545,刻,kè,"carve, quarter hour, moment",t,
546,星,xīng,star,s,
546,星,xīng,star,t,
547,断,duàn,cut off,s,
547,斷,duàn,cut off,t,
548,陈,chén,"display, explain, stale, (dynasty 557-589)",s,
548,陳,chén,"display, explain, stale, (dynasty 557-589)",t,
549,掌,zhǎng,palm of the hand,s,
549,掌,zhǎng,palm of the hand,t,
550,农,nóng,"(=农民 nóngmín) farmer, peasant",s,
550,農,nóng,"(=农民 nóngmín) farmer, peasant",t,
551,夜,yè,(=夜晚 yèwǎn) night,s,
551,夜,yè,(=夜晚 yèwǎn) night,t,
552,般,bān,"sort, kind",s,
552,般,bān,"sort, kind",t,
552,般,pán,happy,s,
552,般,pán,happy,t,
553,念,niàn,"miss, read aloud",s,
553,唸,niàn,"miss, read aloud",t,
554,價,jià,(=价值 jiàzhí,t,
554,价,jià,"(F 價) (=价值 jiàzhí) value, (=价钱 jiàqian) price",s,
554,价,jià,"(F 價) (=价值 jiàzhí) value, (=价钱 jiàqian) price",t,
554,價,jie,,t,
554,价,jie,(F 價),s,
554,价,jie,(F 價),t,
554,价,jiè,servant,s,
554,价,jiè,servant,t,
555,脑,nǎo,(=脑子 nǎozi) brain,s,
555,腦,nǎo,(=脑子 nǎozi) brain,t,
556,规,guī,规律 guīlǜ regular pattern,s,
556,規,guī,规律 guīlǜ regular pattern,t,
557,底,dǐ,bottom,s,
557,底,dǐ,bottom,t,
558,故,gù,"cause, therefore",s,
558,故,gù,"cause, therefore",t,
559,省,shěng,"province, economize, omit",s,
559,省,shěng,"province, economize, omit",t,
560,妈,mā,"mother, mom",s,
560,媽,mā,"mother, mom",t,
561,刚,gāng,"firm, (=刚才 gāngcái) just (a moment ago)",s,
561,剛,gāng,"firm, (=刚才 gāngcái) just (a moment ago)",t,
562,句,jù,sentence,s,
562,句,jù,sentence,t,
563,显,xiǎn,appear,s,
563,顯,xiǎn,appear,t,
564,消,xiāo,disappear,s,
564,消,xiāo,disappear,t,
565,衣,yī,(=衣服 yīfu) clothing,s,
565,衣,yī,(=衣服 yīfu) clothing,t,
565,衣,yì,"wear (clothing), give (clothing) to others to wear",s,
565,衣,yì,"wear (clothing), give (clothing) to others to wear",t,
566,陆,lù,land,s,
566,陸,lù,land,t,
566,陆,liù,six (= 六 liù),s,
566,陸,liù,six (= 六 liù),t,
567,器,qì,"utensil, (=机器 jīqi) machine",s,
567,器,qì,"utensil, (=机器 jīqi) machine",t,
568,确,què,true,s,
568,確,què,true,t,
569,破,pò,smash,s,
569,破,pò,smash,t,
570,具,jù,工具 gōngjù tool,s,
570,具,jù,工具 gōngjù tool,t,
571,居,jū,"(=居住 jūzhù) live, reside",s,
571,居,jū,"(=居住 jūzhù) live, reside",t,
572,批,pī,"<classifier for a batch/lot>, comment, criticize, refute",s,
572,批,pī,"<classifier for a batch/lot>, comment, criticize, refute",t,
573,送,sòng,"see somebody off, deliver, give",s,
573,送,sòng,"see somebody off, deliver, give",t,
574,泽,zé,"沼泽 zhǎozé marsh, swamp",s,
574,澤,zé,"沼泽 zhǎozé marsh, swamp",t,
575,紧,jǐn,tight,s,
575,緊,jǐn,tight,t,
576,帮,bāng,"(=帮助 bāngzhù, 帮忙 bāngmáng) help, gang",s,
576,幫,bāng,"(=帮助 bāngzhù, 帮忙 bāngmáng) help, gang",t,
577,线,xiàn,"line, thread",s,
577,線,xiàn,"line, thread",t,
578,存,cún,(=存在 cúnzài) exist,s,
578,存,cún,(=存在 cúnzài) exist,t,
579,愿,yuàn,wish,s,
579,願,yuàn,wish,t,
580,奇,qí,"marvellous, (=希奇 xīqí) rare, strange",s,
580,奇,qí,"marvellous, (=希奇 xīqí) rare, strange",t,
580,奇,jī,odd (not even),s,
580,奇,jī,odd (not even),t,
581,害,hài,harmful,s,
581,害,hài,harmful,t,
582,增,zēng,"(=增加 zēngjiā, =增长 zēngzhǎng) increase",s,
582,增,zēng,"(=增加 zēngjiā, =增长 zēngzhǎng) increase",t,
583,杨,yáng,poplar tree,s,
583,楊,yáng,poplar tree,t,
584,料,liào,"(=材料 cáiliào) material, expect, anticipate",s,
584,料,liào,"(=材料 cáiliào) material, expect, anticipate",t,
585,州,zhōu,prefecture,s,
585,州,zhōu,prefecture,t,
586,节,jié,"joint, section, festival, holiday, (=节日 jiérì) holiday",s,
586,節,jié,"joint, section, festival, holiday, (=节日 jiérì) holiday",t,
586,节,jiē,"knot, link",s,
586,節,jiē,"knot, link",t,
587,左,zuǒ,left,s,
587,左,zuǒ,left,t,
588,装,zhuāng,"dress up, load, install, (=假装 jiǎzhuāng) pretend",s,
588,裝,zhuāng,"dress up, load, install, (=假装 jiǎzhuāng) pretend",t,
589,易,yì,"(=容易 róngyì) easy, change",s,
589,易,yì,"(=容易 róngyì) easy, change",t,
590,著,zhù,"write, book",s,
590,著,zhù,"write, book",t,
590,著,zhe,(S 着),s,
590,著,zhe,(S 着),t,
590,著,zháo,(S 着),s,
590,著,zháo,(S 着),t,
590,著,zhuó,(S 着),s,
590,著,zhuó,(S 着),t,
590,著,zhāo,(S 着),s,
590,著,zhāo,(S 着),t,
591,急,jí,urgent,s,
591,急,jí,urgent,t,
592,久,jiǔ,(for a) long time,s,
592,久,jiǔ,(for a) long time,t,
593,低,dī,low,s,
593,低,dī,low,t,
594,岁,suì,years old,s,
594,歲,suì,years old,t,
595,需,xū,(=需要 xūyào) need,s,
595,需,xū,(=需要 xūyào) need,t,
596,酒,jiǔ,wine,s,
596,酒,jiǔ,wine,t,
597,河,hé,river,s,
597,河,hé,river,t,
598,初,chū,"beginning, first (in order)",s,
598,初,chū,"beginning, first (in order)",t,
599,游,yóu,"(=游泳 yóuyǒng) swim, (=旅游 lǚyóu) travel",s,
599,游,yóu,"(=游泳 yóuyǒng) swim, (=旅游 lǚyóu) travel",t,
600,严,yán,"severe, stern",s,
600,嚴,yán,"severe, stern",t,
601,铁,tiě,iron,s,
601,鐵,tiě,iron,t,
602,族,zú,"(=民族 mínzú) people, nationality, (=种族 zhǒngzú) race",s,
602,族,zú,"(=民族 mínzú) people, nationality, (=种族 zhǒngzú) race",t,
603,除,chú,"get rid of, divide, (=除了 chúle) except",s,
603,除,chú,"get rid of, divide, (=除了 chúle) except",t,
604,份,fèn,"portion, share, copy, <classifier for portion, share, copies of newspapers etc.>, college degree",s,
604,份,fèn,"portion, share, copy, <classifier for portion, share, copies of newspapers etc.>, college degree",t,
605,敢,gǎn,dare,s,
605,敢,gǎn,dare,t,
606,胡,hú,recklessly,s,
606,胡,hú,recklessly,t,
606,鬍,hú,(=胡子 húzi,t,
607,血,xuè,blood,s,
607,血,xuè,blood,t,
607,血,xiě,blood,s,
607,血,xiě,blood,t,
608,企,qǐ,"stand on tiptoe, hope for, look forward to",s,
608,企,qǐ,"stand on tiptoe, hope for, look forward to",t,
609,仍,réng,"(=仍然 réngrán, =仍旧 réngjiù) still, yet, as before",s,
609,仍,réng,"(=仍然 réngrán, =仍旧 réngjiù) still, yet, as before",t,
610,投,tóu,throw,s,
610,投,tóu,throw,t,
611,闻,wén,"smell, hear",s,
611,聞,wén,"smell, hear",t,
612,斗,dǒu,10 liters,s,
612,斗,dǒu,10 liters,t,
612,鬥,dòu,fight,t,
612,斗,dòu,(F 鬥) fight,s,
612,斗,dòu,(F 鬥) fight,t,
613,纪,jì,世纪 shìjì century,s,
613,紀,jì,世纪 shìjì century,t,
613,纪,Jǐ,<family name>,s,
613,紀,Jǐ,<family name>,t,
614,脚,jiǎo,foot,s,
614,腳,jiǎo,foot,t,
614,脚,jué,"(=角 jiǎo) role, part, character, actor, actress",s,
614,腳,jué,"(=角 jiǎo) role, part, character, actor, actress",t,
615,右,yòu,right,s,
615,右,yòu,right,t,
616,苏,sū,苏醒 sūxǐng revive,s,
616,蘇,sū,苏醒 sūxǐng revive,t,
617,标,biāo,mark,s,
617,標,biāo,mark,t,
618,饭,fàn,"rice, food",s,
618,飯,fàn,"rice, food",t,
619,雲,yún,(=云彩 yúncai,t,
619,云,yún,"say, (F 雲) (=云彩 yúncai) cloud",s,
619,云,yún,say) cloud,t,
620,病,bìng,sick,s,
620,病,bìng,sick,t,
621,医,yī,(=医学 yīxué) medical science,s,
621,醫,yī,(=医学 yīxué) medical science,t,
622,阿,ā,阿拉伯 ?lābó Arab,s,
622,阿,ā,阿拉伯 ?lābó Arab,t,
623,答,dá,(=回答 huídá) answer,s,
623,答,dá,(=回答 huídá) answer,t,
624,土,tǔ,"earth, (=土地 tǔdì) land, (=土壤 tǔrǎng) soil{Compare with 士 shì scholar}",s,
624,土,tǔ,"earth, (=土地 tǔdì) land, (=土壤 tǔrǎng) soil{Compare with 士 shì scholar}",t,
625,况,kuàng,情况 qíngkuàng circumstances,s,
625,況,kuàng,情况 qíngkuàng circumstances,t,
626,境,jìng,"border, territory",s,
626,境,jìng,"border, territory",t,
627,软,ruǎn,soft,s,
627,軟,ruǎn,soft,t,
628,考,kǎo,"(=考虑 kǎolǜ) consider, (=考试 kǎoshì) exam",s,
628,考,kǎo,"(=考虑 kǎolǜ) consider, (=考试 kǎoshì) exam",t,
629,娘,niáng,"mother, aunt",s,
629,娘,niáng,"mother, aunt",t,
630,村,cūn,"village, rustic",s,
630,村,cūn,"village, rustic",t,
631,刀,dāo,knife,s,
631,刀,dāo,knife,t,
632,击,jī,"beat, strike, knock",s,
632,擊,jī,"beat, strike, knock",t,
633,仅,jǐn,"(=仅仅 jǐnjǐn) only, barely",s,
633,僅,jǐn,"(=仅仅 jǐnjǐn) only, barely",t,
634,查,chá,"examine, investigate",s,
634,查,chá,"examine, investigate",t,
634,查,Zhā,<family name>,s,
634,查,Zhā,<family name>,t,
635,引,yǐn,"draw, stretch, (=引起 yǐnqǐ) cause, (=吸引 xīyǐn) attract",s,
635,引,yǐn,"draw, stretch, (=引起 yǐnqǐ) cause, (=吸引 xīyǐn) attract",t,
636,朝,cháo,"towards, dynasty",s,
636,朝,cháo,"towards, dynasty",t,
636,朝,zhāo,(morning),s,
636,朝,zhāo,(morning),t,
637,育,yù,"raise, educate",s,
637,育,yù,"raise, educate",t,
638,续,xù,(=继续 jìxù) continue,s,
638,續,xù,(=继续 jìxù) continue,t,
639,独,dú,"only, alone",s,
639,獨,dú,"only, alone",t,
640,罗,luó,(=罗网 luówǎng) birdnet,s,
640,羅,luó,(=罗网 luówǎng) birdnet,t,
641,买,mǎi,buy,s,
641,買,mǎi,buy,t,
642,户,hù,"door, household",s,
642,戶,hù,"door, household",t,
643,护,hù,"(=保护 bǎohù) guard, protect",s,
643,護,hù,"(=保护 bǎohù) guard, protect",t,
644,喝,hē,drink,s,
644,喝,hē,drink,t,
644,喝,hè,shout,s,
644,喝,hè,shout,t,
645,朋,péng,朋友 péngyǒu friend{Compare with 丽 lì beautiul and 册 cè book},s,
645,朋,péng,朋友 péngyǒu friend{Compare with 丽 lì beautiul and 册 cè book},t,
646,供,gōng,supply,s,
646,供,gōng,supply,t,
646,供,gòng,confess,s,
646,供,gòng,confess,t,
647,责,zé,duty,s,
647,責,zé,duty,t,
648,项,xiàng,(=项目 xiàngmù) item,s,
648,項,xiàng,(=项目 xiàngmù) item,t,
649,背,bèi,back,s,
649,背,bèi,back,t,
649,背,bēi,carry on the back,s,
649,背,bēi,carry on the back,t,
650,餘,yú,left-over,t,
650,余,yú,"I, me, (F 餘) left-over, extra",s,
650,余,yú,"I, me, extra",t,
651,希,xī,"sparse, scattered, watery, this",s,
651,希,xī,"sparse, scattered, watery, this",t,
652,卫,wèi,保卫 defend,s,
652,衛,wèi,保卫 defend,t,
653,列,liè,"column, line up",s,
653,列,liè,"column, line up",t,
654,图,tú,picture,s,
654,圖,tú,picture,t,
655,室,shì,room,s,
655,室,shì,room,t,
656,乱,luàn,"chaotic, disorderly, messy",s,
656,亂,luàn,"chaotic, disorderly, messy",t,
657,刘,Liú,<family name>,s,
657,劉,Liú,<family name>,t,
658,爷,yé,father,s,
658,爺,yé,father,t,
659,龙,lóng,dragon,s,
659,龍,lóng,dragon,t,
660,咱,zán,(=咱们 zánmen) we = you and I,s,
660,咱,zán,(=咱们 zánmen) we = you and I,t,
661,章,zhāng,"chapter, seal, stamp, medal, badge, rules",s,
661,章,zhāng,"chapter, seal, stamp, medal, badge, rules",t,
662,席,xí,"mat, seat, banquet",s,
662,席,xí,"mat, seat, banquet",t,
663,错,cuò,(=错误 cuòwù) mistake,s,
663,錯,cuò,(=错误 cuòwù) mistake,t,
664,兄,xiōng,(elder) brother,s,
664,兄,xiōng,(elder) brother,t,
664,兄,xiōng,ér child and 只 zhǐ only},t,
665,暗,àn,(=黑暗 hēi'àn) dark,s,
665,暗,àn,(=黑暗 hēi'àn) dark,t,
666,创,chuàng,创造 chuàngzào create,s,
666,創,chuàng,创造 chuàngzào create,t,
667,排,pái,"arrange, row, line",s,
667,排,pái,"arrange, row, line",t,
668,春,chūn,"(=春天 chūntiān, =春季 chūnjì) spring",s,
668,春,chūn,"(=春天 chūntiān, =春季 chūnjì) spring",t,
669,須,xū,(=必须 bìxū,t,
669,鬚,xū,(=胡须 húxū,t,
669,须,xū,"(F 須) (=必须 bìxū) must, (F 鬚) (=胡须 húxū) beard",s,
669,须,xū,(F 須) (=必须 bìxū) must) beard,t,
670,承,chéng,承认 chéngrèn admit,s,
670,承,chéng,承认 chéngrèn admit,t,
671,案,àn,"desk, (law) case",s,
671,案,àn,"desk, (law) case",t,
672,忙,máng,"hurry, busy",s,
672,忙,máng,"hurry, busy",t,
673,呼,hū,"shout, exhale",s,
673,呼,hū,"shout, exhale",t,
674,树,shù,tree,s,
674,樹,shù,tree,t,
675,痛,tòng,painful,s,
675,痛,tòng,painful,t,
676,沉,chén,to sink,s,
676,沉,chén,to sink,t,
677,啊,a,"(used as phrase suffix, indicating obviousness/impatience)",s,
677,啊,a,"(used as phrase suffix, indicating obviousness/impatience)",t,
677,啊,ā,(indicating elation),s,
677,啊,ā,(indicating elation),t,
677,啊,á,"(indicating doubt or questioning), huh?",s,
677,啊,á,"(indicating doubt or questioning), huh?",t,
677,啊,ǎ,(indicating puzzled surprise),s,
677,啊,ǎ,(indicating puzzled surprise),t,
677,啊,à,(indicating agreement/approval),s,
677,啊,à,(indicating agreement/approval),t,
678,灵,líng,"clever, spirit, soul, elf",s,
678,靈,líng,"clever, spirit, soul, elf",t,
679,职,zhí,duty,s,
679,職,zhí,duty,t,
680,乡,xiāng,"countryside, home town",s,
680,鄉,xiāng,"countryside, home town",t,
681,细,xì,thin,s,
681,細,xì,thin,t,
682,诉,sù,告诉 gàosu tell,s,
682,訴,sù,告诉 gàosu tell,t,
683,态,tài,form,s,
683,態,tài,form,t,
684,停,tíng,(=停止 tíngzhǐ) stop,s,
684,停,tíng,(=停止 tíngzhǐ) stop,t,
685,印,yìn,"(=印刷 yìnshuā) print, (=印章 yìnzhāng) seal",s,
685,印,yìn,"(=印刷 yìnshuā) print, (=印章 yìnzhāng) seal",t,
686,笔,bǐ,writing implement,s,
686,筆,bǐ,writing implement,t,
687,夏,xià,(=夏天 xiàtiān) summer,s,
687,夏,xià,(=夏天 xiàtiān) summer,t,
688,助,zhù,(=帮助 bāngzhù) help,s,
688,助,zhù,(=帮助 bāngzhù) help,t,
689,福,fú,"blessing, good fortune, (=幸福 xìngfú) happiness, happy",s,
689,福,fú,"blessing, good fortune, (=幸福 xìngfú) happiness, happy",t,
690,块,kuài,"piece, lump, chunk, (=元 yuán) Chinese dollar",s,
690,塊,kuài,"piece, lump, chunk, (=元 yuán) Chinese dollar",t,
691,冷,lěng,cold,s,
691,冷,lěng,cold,t,
692,球,qiú,ball,s,
692,球,qiú,ball,t,
693,姑,gū,姑娘 gūniang girl,s,
693,姑,gū,姑娘 gūniang girl,t,
694,劃,huá,scratch,t,
694,划,huá,row (a boat) (F 劃) scratch,s,
694,划,huá,row (a boat) (F 劃) scratch,t,
694,劃,huà,(=计划 jìhuà,t,
695,既,jì,"since, already",s,
695,既,jì,"since, already",t,
696,质,zhì,"(=物质 wùzhì) matter, substance",s,
696,質,zhì,"(=物质 wùzhì) matter, substance",t,
697,巴,bā,尾巴 wěiba tail,s,
697,巴,bā,尾巴 wěiba tail,t,
698,致,zhì,"send, convey",s,
698,致,zhì,"send, convey",t,
698,緻,zhì,细致 xìzhì careful,t,
699,湾,wān,harbor,s,
699,灣,wān,harbor,t,
700,演,yǎn,"(=表演 biǎoyǎn) perform, act, performance",s,
700,演,yǎn,"(=表演 biǎoyǎn) perform, act, performance",t,
701,木,mù,"tree, (=木头 mùtou) wood",s,
701,木,mù,"tree, (=木头 mùtou) wood",t,
702,韦,wéi,"soft leather, <family name>",s,
702,韋,wéi,"soft leather, <family name>",t,
703,怪,guài,"blame, (=奇怪 qíguài) strange",s,
703,怪,guài,"blame, (=奇怪 qíguài) strange",t,
704,围,wéi,surround,s,
704,圍,wéi,surround,t,
705,静,jìng,"still, quiet",s,
705,靜,jìng,"still, quiet",t,
706,旁,páng,(=旁边 pángbiān) side,s,
706,旁,páng,(=旁边 pángbiān) side,t,
706,旁,bàng,(=傍),s,
706,旁,bàng,(=傍),t,
707,园,yuán,"(=花园 huāyuán) garden, (=公园 gōngyuán) park",s,
707,園,yuán,"(=花园 huāyuán) garden, (=公园 gōngyuán) park",t,
708,否,fǒu,not,s,
708,否,fǒu,not,t,
708,否,pǐ,"bad, inferior",s,
708,否,pǐ,"bad, inferior",t,
709,副,fù,"assist, vice-",s,
709,副,fù,"assist, vice-",t,
710,辑,jí,编辑 biānjí edit,s,
710,輯,jí,编辑 biānjí edit,t,
711,採,cǎi,,t,
711,采,cǎi,"pick, gather (F 採)",s,
711,采,cǎi,"pick, gather (F 採)",t,
711,埰,cài,采地 càidì fief,t,
712,食,shí,"eat, (=食物 shíwù, =食品 shípǐn) food",s,
712,食,shí,"eat, (=食物 shíwù, =食品 shípǐn) food",t,
712,食,sì,feed,s,
712,食,sì,feed,t,
713,登,dēng,climb,s,
713,登,dēng,climb,t,
714,够,gòu,enough,s,
714,夠,gòu,enough,t,
715,米,mǐ,"(=米饭 mǐfàn) rice, meter",s,
715,米,mǐ,"(=米饭 mǐfàn) rice, meter",t,
716,假,jiǎ,false,s,
716,假,jiǎ,false,t,
717,较,jiào,"relatively, quite",s,
717,較,jiào,"relatively, quite",t,
717,较,jiǎo,(bǐjiǎo = bǐjiào),s,
717,較,jiǎo,(bǐjiǎo = bǐjiào),t,
718,姐,jiě,(=姐姐 jiějie) older sister,s,
718,姐,jiě,(=姐姐 jiějie) older sister,t,
719,楼,lóu,"story, building",s,
719,樓,lóu,"story, building",t,
720,獲,huò,(=获得 huòdé,t,
720,穫,huò,收获 shōuhuò harvest,t,
720,获,huò,"(F 獲) (=获得 huòdé) get, obtain, (F 穫) 收获 shōuhuò harvest",s,
720,获,huò,"(F 獲) (=获得 huòdé) get, obtain",t,
721,孙,sūn,grandchild,s,
721,孫,sūn,grandchild,t,
722,宣,xuān,(=宣布 xuānbù) declare,s,
722,宣,xuān,(=宣布 xuānbù) declare,t,
723,穿,chuān,"penetrate, wear",s,
723,穿,chuān,"penetrate, wear",t,
724,诗,shī,poem,s,
724,詩,shī,poem,t,
725,歌,gē,song,s,
725,歌,gē,song,t,
726,速,sù,fast,s,
726,速,sù,fast,t,
727,忽,hū,"disregard, (=忽然 hūrán) suddenly, (=忽而 hū'ér) now...",s,
727,忽,hū,"disregard, (=忽然 hūrán) suddenly, (=忽而 hū'ér) now...",t,
728,堂,táng,hall,s,
728,堂,táng,hall,t,
729,敌,dí,(敌人 dírén) enemy,s,
729,敵,dí,(敌人 dírén) enemy,t,
730,试,shì,"try, test",s,
730,試,shì,"try, test",t,
731,谢,xiè,thank,s,
731,謝,xiè,thank,t,
732,央,yāng,"entreat, center",s,
732,央,yāng,"entreat, center",t,
733,怀,huái,"bosom, cherish",s,
733,懷,huái,"bosom, cherish",t,
734,顾,gù,(=照顾 zhàogu) look after,s,
734,顧,gù,(=照顾 zhàogu) look after,t,
735,验,yàn,(=经验 jīngyàn) experience,s,
735,驗,yàn,(=经验 jīngyàn) experience,t,
736,营,yíng,camp,s,
736,營,yíng,camp,t,
737,止,zhǐ,(=停止 tíngzhǐ) stop,s,
737,止,zhǐ,(=停止 tíngzhǐ) stop,t,
738,姓,xìng,family name,s,
738,姓,xìng,family name,t,
739,养,yǎng,"raise, nourish",s,
739,養,yǎng,"raise, nourish",t,
740,丽,lì,美丽 měilì beautiful,s,
740,麗,lì,美丽 měilì beautiful,t,
741,属,shǔ,"belong to, be subordinate to, born in a specific year acoording to the Chinese calendar",s,
741,屬,shǔ,"belong to, be subordinate to, born in a specific year acoording to the Chinese calendar",t,
741,属,zhǔ,enjoin,s,
741,屬,zhǔ,enjoin,t,
742,景,jǐng,"scene, scenery",s,
742,景,jǐng,"scene, scenery",t,
743,郭,guō,"outer wall of city, <family name>",s,
743,郭,guō,"outer wall of city, <family name>",t,
744,依,yī,"(=依靠 yīkào) depend on, comply with, according to",s,
744,依,yī,"(=依靠 yīkào) depend on, comply with, according to",t,
745,威,wēi,"威胁 wēixié threaten, imperil",s,
745,威,wēi,"威胁 wēixié threaten, imperil",t,
746,按,àn,"press, (=按照 ànzhào) according to",s,
746,按,àn,"press, (=按照 ànzhào) according to",t,
747,恶,è,evil,s,
747,惡,è,evil,t,
748,慢,màn,slow,s,
748,慢,màn,slow,t,
749,座,zuò,"(=座位 zuòwèi) seat, place, stand, pedestal, base, <classifier for mountains, bridges etc.>",s,
749,座,zuò,"(=座位 zuòwèi) seat, place, stand, pedestal, base, <classifier for mountains, bridges etc.>",t,
750,罪,zuì,"crime, guilt",s,
750,罪,zuì,"crime, guilt",t,
751,维,wéi,纤维 xiānwéi fiber,s,
751,維,wéi,纤维 xiānwéi fiber,t,
752,渐,jiàn,"(=渐渐 jiànjiàn, =逐渐 zhújiàn) gradually",s,
752,漸,jiàn,"(=渐渐 jiànjiàn, =逐渐 zhújiàn) gradually",t,
752,渐,jiān,dip/soak in liquid,s,
752,漸,jiān,dip/soak in liquid,t,
753,胜,shèng,"(=胜利 shènglì) victory, triumph, win",s,
753,勝,shèng,"(=胜利 shènglì) victory, triumph, win",t,
754,藏,cáng,store,s,
754,藏,cáng,store,t,
754,藏,cáng,"conceal, hide",s,
754,藏,cáng,"conceal, hide",t,
755,皇,huáng,皇帝 huángdì emperor,s,
755,皇,huáng,皇帝 huángdì emperor,t,
756,街,jiē,street,s,
756,街,jiē,street,t,
757,激,jī,"surge, dash, (=激动 jīdòng) excite",s,
757,激,jī,"surge, dash, (=激动 jīdòng) excite",t,
758,异,yì,different,s,
758,異,yì,different,t,
759,摘,zhāi,"pick, take off, select",s,
759,摘,zhāi,"pick, take off, select",t,
760,角,jiǎo,"horn, corner, dime",s,
760,角,jiǎo,"horn, corner, dime",t,
760,角,jué,"actor, role",s,
760,角,jué,"actor, role",t,
761,瞧,qiáo,look,s,
761,瞧,qiáo,look,t,
762,负,fù,"carry on shoulder, suffer, negative",s,
762,負,fù,"carry on shoulder, suffer, negative",t,
763,施,shī,carry out,s,
763,施,shī,carry out,t,
764,模,mó,模范 mófàn model,s,
764,模,mó,模范 mófàn model,t,
765,草,cǎo,grass,s,
765,草,cǎo,grass,t,
766,某,mǒu,"certain, some",s,
766,某,mǒu,"certain, some",t,
767,银,yín,silver,s,
767,銀,yín,silver,t,
768,露,lù,"(=露水 lùshui) dew, show, reveal, betray",s,
768,露,lù,"(=露水 lùshui) dew, show, reveal, betray",t,
768,露,lòu,reveal,s,
768,露,lòu,reveal,t,
769,阵,zhèn,"battle array, <classifier for phases, spells etc.>",s,
769,陣,zhèn,"battle array, <classifier for phases, spells etc.>",t,
770,值,zhí,"(=值得 zhíde) be worth, (=价值 jiàzhí) value",s,
770,值,zhí,"(=值得 zhíde) be worth, (=价值 jiàzhí) value",t,
771,班,bān,"class, work",s,
771,班,bān,"class, work",t,
772,层,céng,"layer, level, storey",s,
772,層,céng,"layer, level, storey",t,
773,修,xiū,"repair, decorate",s,
773,修,xiū,"repair, decorate",t,
774,差,chà,"differ, wrong",s,
774,差,chà,"differ, wrong",t,
774,差,cī,rank,s,
774,差,cī,rank,t,
774,差,cuō,stumble,s,
774,差,cuō,stumble,t,
775,味,wèi,"(=味道 wèidao) flavor, taste",s,
775,味,wèi,"(=味道 wèidao) flavor, taste",t,
776,织,zhī,"weave, knit",s,
776,織,zhī,"weave, knit",t,
777,药,yào,"medicine, drug",s,
777,藥,yào,"medicine, drug",t,
778,馆,guǎn,building,s,
778,館,guǎn,building,t,
779,密,mì,"thick, dense",s,
779,密,mì,"thick, dense",t,
780,亮,liàng,"bright, light, shine, loud and clear",s,
780,亮,liàng,"bright, light, shine, loud and clear",t,
781,律,lǜ,法律 fǎlǜ law,s,
781,律,lǜ,法律 fǎlǜ law,t,
782,习,xí,练习 liànxí practice,s,
782,習,xí,练习 liànxí practice,t,
783,田,tián,field,s,
783,田,tián,field,t,
784,简,jiǎn,简单 jiǎndān simple,s,
784,簡,jiǎn,简单 jiǎndān simple,t,
785,免,miǎn,exempt,s,
785,免,miǎn,exempt,t,
786,毒,dú,(毒物) poison,s,
786,毒,dú,(毒物) poison,t,
787,归,guī,return,s,
787,歸,guī,return,t,
788,波,bō,(=波浪 bōlàng) wave,s,
788,波,bō,(=波浪 bōlàng) wave,t,
789,型,xíng,"mould, type",s,
789,型,xíng,"mould, type",t,
790,屋,wū,"(屋子 wūzi) room, (=房屋 fángwū) building",s,
790,屋,wū,"(屋子 wūzi) room, (=房屋 fángwū) building",t,
791,换,huàn,"change, exchange",s,
791,換,huàn,"change, exchange",t,
792,救,jiù,"help, rescue",s,
792,救,jiù,"help, rescue",t,
793,寄,jì,to mail,s,
793,寄,jì,to mail,t,
794,帝,dì,emperor,s,
794,帝,dì,emperor,t,
795,退,tuì,"go backwards, (=后退 hòutuì) retreat",s,
795,退,tuì,"go backwards, (=后退 hòutuì) retreat",t,
796,洋,yáng,(=海洋 hǎiyáng) ocean,s,
796,洋,yáng,(=海洋 hǎiyáng) ocean,t,
797,丝,sī,"silk, thread",s,
797,絲,sī,"silk, thread",t,
798,湖,hú,lake,s,
798,湖,hú,lake,t,
799,睡,shuì,(=睡觉 shuìjiào) sleep,s,
799,睡,shuì,(=睡觉 shuìjiào) sleep,t,
800,劳,láo,(=劳动 láodòng) labor,s,
800,勞,láo,(=劳动 láodòng) labor,t,
800,劳,lào,"encourage, console",s,
800,勞,lào,"encourage, console",t,
801,妇,fù,(=妇女 fùnǚ) woman,s,
801,婦,fù,(=妇女 fùnǚ) woman,t,
802,伯,bó,"eldest brother, uncle",s,
802,伯,bó,"eldest brother, uncle",t,
803,尼,ní,尼姑 Buddhist nun,s,
803,尼,ní,尼姑 Buddhist nun,t,
804,皮,pí,(=皮肤 pífū) skin,s,
804,皮,pí,(=皮肤 pífū) skin,t,
805,祖,zǔ,(祖先 zǔxiān) ancestor,s,
805,祖,zǔ,(祖先 zǔxiān) ancestor,t,
806,雄,xióng,"powerful, male",s,
806,雄,xióng,"powerful, male",t,
