cat,word/character,pronunciation,definition,code,alt
1866,卢,Lú,<family name>,s,
1866,盧,Lú,<family name>,t,
1867,碍,ài,障碍 zhàng'ài get in the way,s,
1867,礙,ài,障碍 zhàng'ài get in the way,t,
1868,综,zōng,综合 zōnghé synthesize,s,
1868,綜,zōng,综合 zōnghé synthesize,t,
1868,综,zèng,heddle,s,
1868,綜,zèng,heddle,t,
1869,丘,qiū,"mound, grave",s,
1869,丘,qiū,"mound, grave",t,
1870,晕,yūn,"faint, swoon",s,
1870,暈,yūn,"faint, swoon",t,
1870,晕,yùn,"dizzy, faint, halo",s,
1870,暈,yùn,"dizzy, faint, halo",t,
1871,拦,lán,block the way,s,
1871,攔,lán,block the way,t,
1872,燃,rán,(燃烧 ránshāo) burn,s,
1872,燃,rán,(燃烧 ránshāo) burn,t,
1873,昌,chāng,prosperous,s,
1873,昌,chāng,prosperous,t,
1874,吞,tūn,"swallow, gulp down, annex",s,
1874,吞,tūn,"swallow, gulp down, annex",t,
1875,嫌,xián,"suspicion, dislike",s,
1875,嫌,xián,"suspicion, dislike",t,
1876,狄,Dí,<family name>,s,
1876,狄,Dí,<family name>,t,
1877,押,yā,"pawn, detain",s,
1877,押,yā,"pawn, detain",t,
1878,舌,shé,(=舌头 shétou) tongue{Compare with 古 gǔ ancient},s,
1878,舌,shé,(=舌头 shétou) tongue{Compare with 古 gǔ ancient},t,
1879,琳,lín,<archaic> beautiful jade,s,
1879,琳,lín,<archaic> beautiful jade,t,
1880,雾,wù,fog,s,
1880,霧,wù,fog,t,
1881,曼,màn,"prolonged, graceful",s,
1881,曼,màn,"prolonged, graceful",t,
1882,耻,chǐ,"(=耻辱 chǐrǔ) shame, humiliation",s,
1882,恥,chǐ,"(=耻辱 chǐrǔ) shame, humiliation",t,
1883,櫃,guì,(=柜子 guìzi,t,
1883,柜,guì,(F 櫃) (=柜子 guìzi) cabinet,s,
1883,柜,guì,(F 櫃) (=柜子 guìzi) cabinet,t,
1884,摊,tān,"spread out, unfold, take a share in, vendor's stall",s,
1884,攤,tān,"spread out, unfold, take a share in, vendor's stall",t,
1885,削,xuē,剥削 bōxuē to exploit,s,
1885,削,xuē,剥削 bōxuē to exploit,t,
1886,戚,qī,亲戚 qīnqī relative,s,
1886,戚,qī,亲戚 qīnqī relative,t,
1887,杆,gān,pole,s,
1887,杆,gān,pole,t,
1887,桿,gǎn,shaft,t,
1887,杆,gǎn,(F 桿) shaft,s,
1887,杆,gǎn,(F 桿) shaft,t,
1888,岩,yán,"rock, cliff",s,
1888,岩,yán,"rock, cliff",t,
1889,喂,wèi,"hey, hello, (=喂养 wèiyǎng) feed, raise",s,
1889,喂,wèi,"hey, hello, (=喂养 wèiyǎng) feed, raise",t,
1890,扔,rēng,"throw, toss",s,
1890,扔,rēng,"throw, toss",t,
1891,逝,shì,"逝世 shìshì pass away, die",s,
1891,逝,shì,"逝世 shìshì pass away, die",t,
1892,诞,dàn,诞生 dànshēng be born,s,
1892,誕,dàn,诞生 dànshēng be born,t,
1893,悬,xuán,"hang, unresolved, worry",s,
1893,懸,xuán,"hang, unresolved, worry",t,
1894,爽,shuǎng,"爽朗 shuǎnglǎng bright, clear, frank",s,
1894,爽,shuǎng,"爽朗 shuǎnglǎng bright, clear, frank",t,
1895,崔,cuī,<family name>,s,
1895,崔,cuī,<family name>,t,
1896,廷,tíng,royal court,s,
1896,廷,tíng,royal court,t,
1897,凑,còu,"gather together, happen by chance",s,
1897,湊,còu,"gather together, happen by chance",t,
1898,痴,chī,idiotic,s,
1898,痴,chī,idiotic,t,
1899,盆,pén,"basin, tub, pot",s,
1899,盆,pén,"basin, tub, pot",t,
1900,御,yù,imperial,s,
1900,御,yù,imperial,t,
1900,禦,yù,防御 fángyù defense,t,
1901,酷,kù,"(=残酷 cánkù) cruel, <slang> cool",s,
1901,酷,kù,"(=残酷 cánkù) cruel, <slang> cool",t,
1902,艾,ài,Chinese mugwort,s,
1902,艾,ài,Chinese mugwort,t,
1903,唉,ài,<interjection indicating sentiment/sympathy/disappointment> oh!,s,
1903,唉,ài,<interjection indicating sentiment/sympathy/disappointment> oh!,t,
1903,唉,āi,yes?,s,
1903,唉,āi,yes?,t,
1904,姥,lǎo,姥姥 lǎolao <colloquial> maternal grandmother,s,
1904,姥,lǎo,姥姥 lǎolao <colloquial> maternal grandmother,t,
1904,姥,mǔ,<archaic> old lady,s,
1904,姥,mǔ,<archaic> old lady,t,
1905,笼,lóng,"(=笼子 lóngzi) cage, coop",s,
1905,籠,lóng,"(=笼子 lóngzi) cage, coop",t,
1906,颠,diān,"jolt, fall, summit",s,
1906,顛,diān,"jolt, fall, summit",t,
1907,姻,yīn,marriage,s,
1907,姻,yīn,marriage,t,
1908,携,xié,"(携带 xiédài) carry, take along",s,
1908,攜,xié,"(携带 xiédài) carry, take along",t,
1909,愧,kuì,(惭愧 cánkuì) ashamed,s,
1909,愧,kuì,(惭愧 cánkuì) ashamed,t,
1910,芬,fēn,fragrance,s,
1910,芬,fēn,fragrance,t,
1911,穆,mù,"静穆 jīngmù solemn and quiet, <family name>",s,
1911,穆,mù,"静穆 jīngmù solemn and quiet, <family name>",t,
1912,扇,shàn,"a fan, slap, <classifier for doors etc.>",s,
1912,扇,shàn,"a fan, slap, <classifier for doors etc.>",t,
1912,扇,shān,"to fan, slap, incite",s,
1912,扇,shān,"to fan, slap, incite",t,
1913,郁,yù,<family name>,s,
1913,郁,yù,<family name>,t,
1913,郁,yù,fragrant,s,
1913,郁,yù,fragrant,t,
1913,郁,yù,elegant,s,
1913,郁,yù,elegant,t,
1913,鬱,yù,luxuriant,t,
1913,郁,yù,(F 鬱) luxuriant,s,
1913,郁,yù,(F 鬱) luxuriant,t,
1914,掷,zhì,"throw, cast",s,
1914,擲,zhì,"throw, cast",t,
1915,怔,zhēng,"terrified, panic-stricken",s,
1915,怔,zhēng,"terrified, panic-stricken",t,
1916,芯,xīn,rush pith,s,
1916,芯,xīn,rush pith,t,
1917,鼠,shǔ,"(=老鼠 lǎoshǔ) mouse, rat",s,
1917,鼠,shǔ,"(=老鼠 lǎoshǔ) mouse, rat",t,
1918,纠,jiū,纠正 jiūzhèng rectify,s,
1918,糾,jiū,纠正 jiūzhèng rectify,t,
1919,疆,jiāng,边疆 biānjiāng border region,s,
1919,疆,jiāng,边疆 biānjiāng border region,t,
1920,曰,yuē,say{Compare with 日 rì sun},s,
1920,曰,yuē,say{Compare with 日 rì sun},t,
1921,傅,fù,师傅 shīfu master (term of respect),s,
1921,傅,fù,师傅 shīfu master (term of respect),t,
1922,袍,páo,"(=袍子 páozi) robe, gown",s,
1922,袍,páo,"(=袍子 páozi) robe, gown",t,
1923,唇,chún,(=嘴唇 zuǐchún) lip,s,
1923,唇,chún,(=嘴唇 zuǐchún) lip,t,
1924,稣,sū,"revive, come to",s,
1924,穌,sū,"revive, come to",t,
1925,捧,pěng,"hold, carry in both hands",s,
1925,捧,pěng,"hold, carry in both hands",t,
1926,勾,gōu,"cross out, evoke, gang up with",s,
1926,勾,gōu,"cross out, evoke, gang up with",t,
1927,牧,mù,"herd, tend",s,
1927,牧,mù,"herd, tend",t,
1928,儒,rú,"Confucianism, scholar",s,
1928,儒,rú,"Confucianism, scholar",t,
1929,慨,kǎi,"慷慨 kāngkǎi generous, vehement",s,
1929,慨,kǎi,"慷慨 kāngkǎi generous, vehement",t,
1930,筋,jīn,"tendon, muscle, fiber",s,
1930,筋,jīn,"tendon, muscle, fiber",t,
1931,柱,zhù,"pillar, post, cylinder",s,
1931,柱,zhù,"pillar, post, cylinder",t,
1932,卑,bēi,"low, inferior, modest, humble",s,
1932,卑,bēi,"low, inferior, modest, humble",t,
1933,咽,yàn,to swallow,s,
1933,咽,yàn,to swallow,t,
1933,咽,yān,pharynx,s,
1933,咽,yān,pharynx,t,
1934,吨,dūn,"<loan> ton, 〈slang〉 one thousand yuan (RMB)",s,
1934,噸,dūn,"<loan> ton, 〈slang〉 one thousand yuan (RMB)",t,
1935,虫,chóng,"worm, insect",s,
1935,蟲,chóng,"worm, insect",t,
1936,绳,shéng,"(=绳子 shéngzi, =绳索 shéngsuǒ) rope, cord",s,
1936,繩,shéng,"(=绳子 shéngzi, =绳索 shéngsuǒ) rope, cord",t,
1937,厨,chú,厨房 chúfáng kitchen,s,
1937,廚,chú,厨房 chúfáng kitchen,t,
1938,冤,yuān,injustice,s,
1938,冤,yuān,injustice,t,
1939,涨,zhǎng,"rise, go up",s,
1939,漲,zhǎng,"rise, go up",t,
1939,涨,zhàng,swell,s,
1939,漲,zhàng,swell,t,
1940,皱,zhòu,to wrinkle,s,
1940,皺,zhòu,to wrinkle,t,
1941,疲,pí,"疲劳 píláo exhausted, fatigued",s,
1941,疲,pí,"疲劳 píláo exhausted, fatigued",t,
1942,赌,dǔ,"gamble, bet",s,
1942,賭,dǔ,"gamble, bet",t,
1943,饶,ráo,"rich, plentiful, have mercy, give extra",s,
1943,饒,ráo,"rich, plentiful, have mercy, give extra",t,
1944,矿,kuàng,(=矿石 kuàngshí) ore,s,
1944,礦,kuàng,(=矿石 kuàngshí) ore,t,
1945,畅,chàng,"smooth, free",s,
1945,暢,chàng,"smooth, free",t,
1946,煤,méi,coal,s,
1946,煤,méi,coal,t,
1947,腕,wàn,(=手腕 shǒuwàn) wrist,s,
1947,腕,wàn,(=手腕 shǒuwàn) wrist,t,
1948,喷,pēn,"spurt, spray",s,
1948,噴,pēn,"spurt, spray",t,
1948,喷,pèn,"crop, in season, high season",s,
1948,噴,pèn,"crop, in season, high season",t,
1949,遣,qiǎn,"派遣 pàiqiǎn send, dispatch",s,
1949,遣,qiǎn,"派遣 pàiqiǎn send, dispatch",t,
1950,浩,hào,"浩荡 hàodàng vast, mighty",s,
1950,浩,hào,"浩荡 hàodàng vast, mighty",t,
1951,翁,wēng,"old man, <family name>",s,
1951,翁,wēng,"old man, <family name>",t,
1952,咨,zī,"咨询 zīxún consult, seek advice from",s,
1952,咨,zī,"咨询 zīxún consult, seek advice from",t,
1953,镖,biāo,dartlike weapon,s,
1953,鏢,biāo,dartlike weapon,t,
1954,屏,píng,屏幕 píngmù screen,s,
1954,屏,píng,屏幕 píngmù screen,t,
1955,仲,zhòng,"second, middle (of 3 months or brothers)",s,
1955,仲,zhòng,"second, middle (of 3 months or brothers)",t,
1956,嘻,xī,"exclamation of surprise, Alas!, My! (=嘻嘻 xīxī) sound of giggling",s,
1956,嘻,xī,"exclamation of surprise, Alas!, My! (=嘻嘻 xīxī) sound of giggling",t,
1957,吩,fēn,"吩咐 fēnfù tell, instruct",s,
1957,吩,fēn,"吩咐 fēnfù tell, instruct",t,
1958,棉,mián,cotton,s,
1958,棉,mián,cotton,t,
1959,孟,mèng,"eldest son, first month of season, <family name>",s,
1959,孟,mèng,"eldest son, first month of season, <family name>",t,
1960,撑,chēng,"prop up, support, keep up, fill to bursting",s,
1960,撐,chēng,"prop up, support, keep up, fill to bursting",t,
1961,炉,lú,"(=炉子 lúzi) stove, oven, furnace",s,
1961,爐,lú,"(=炉子 lúzi) stove, oven, furnace",t,
1962,泄,xiè,"leak, drain, divulge, release",s,
1962,泄,xiè,"leak, drain, divulge, release",t,
1963,葬,zàng,(=埋葬 máizàng) bury (the dead),s,
1963,葬,zàng,(=埋葬 máizàng) bury (the dead),t,
1964,搜,sōu,search,s,
1964,搜,sōu,search,t,
1965,添,tiān,"add, increase",s,
1965,添,tiān,"add, increase",t,
1966,遵,zūn,obey,s,
1966,遵,zūn,obey,t,
1967,迪,dí,"<archaic> enlighten, guide",s,
1967,迪,dí,"<archaic> enlighten, guide",t,
1968,伪,wěi,"false, fake",s,
1968,偽,wěi,"false, fake",t,
1969,兆,zhào,"omen, million, mega",s,
1969,兆,zhào,"omen, million, mega",t,
1970,欠,qiàn,"owe, lack, lean forward",s,
1970,欠,qiàn,"owe, lack, lean forward",t,
1971,谅,liàng,(=原谅 yuánliàng) forgive,s,
1971,諒,liàng,(=原谅 yuánliàng) forgive,t,
1972,炎,yán,"(=炎热 yánrè) burning hot, (=发炎 fāyán) inflammation",s,
1972,炎,yán,"(=炎热 yánrè) burning hot, (=发炎 fāyán) inflammation",t,
1973,氛,fēn,气氛 qìfēn atmosphere,s,
1973,氛,fēn,气氛 qìfēn atmosphere,t,
1974,杖,zhàng,"cane, caning, flogging, (=手杖 shǒuzhàng) staff, walking stick",s,
1974,杖,zhàng,"cane, caning, flogging, (=手杖 shǒuzhàng) staff, walking stick",t,
1975,瞎,xiā,"become blind, pointlessly",s,
1975,瞎,xiā,"become blind, pointlessly",t,
1976,钓,diào,(=钓鱼 diàoyú) to fish,s,
1976,釣,diào,(=钓鱼 diàoyú) to fish,t,
1977,肠,cháng,intestine,s,
1977,腸,cháng,intestine,t,
1978,披,pī,"drape over one's shoulders, open",s,
1978,披,pī,"drape over one's shoulders, open",t,
1979,剥,bāo,"shell, peel",s,
1979,剝,bāo,"shell, peel",t,
1980,誓,shì,(=发誓 fāshì) swear,s,
1980,誓,shì,(=发誓 fāshì) swear,t,
1981,赚,zhuàn,"gain, profit",s,
1981,賺,zhuàn,"gain, profit",t,
1981,赚,zuàn,cheat,s,
1981,賺,zuàn,cheat,t,
1982,役,yì,"labor, required service, (=战役 zhànyì) battle",s,
1982,役,yì,"labor, required service, (=战役 zhànyì) battle",t,
1983,泡,pào,"soak, bubble",s,
1983,泡,pào,"soak, bubble",t,
1983,泡,pāo,spongy,s,
1983,泡,pāo,spongy,t,
1984,逆,nì,"go against, disobey, be contrary to",s,
1984,逆,nì,"go against, disobey, be contrary to",t,
1985,矮,ǎi,"short (not tall), low",s,
1985,矮,ǎi,"short (not tall), low",t,
1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",s,
1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",t,
1987,填,tián,"fill, stuff, fill in (form)",s,
1987,填,tián,"fill, stuff, fill in (form)",t,
1988,嘉,jiā,"good, fine, praise",s,
1988,嘉,jiā,"good, fine, praise",t,
1989,烛,zhú,蜡烛 làzhú candle,s,
1989,燭,zhú,蜡烛 làzhú candle,t,
1990,厦,shà,"大厦 dàshà tall building, mansion",s,
1990,廈,shà,"大厦 dàshà tall building, mansion",t,
1991,夕,xī,"evening, sunset",s,
1991,夕,xī,"evening, sunset",t,
1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",s,
1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",t,
1993,液,yè,"fluid, (=液体 yètǐ) liquid",s,
1993,液,yè,"fluid, (=液体 yètǐ) liquid",t,
1994,薛,Xuē,<family name>,s,
1994,薛,Xuē,<family name>,t,
1995,仆,pū,fall forward,s,
1995,仆,pū,fall forward,t,
1995,僕,pú,仆人 púrén servant,t,
1996,迈,mài,"step, stride, old",s,
1996,邁,mài,"step, stride, old",t,
1997,齿,chǐ,(=牙齿 yáchǐ) tooth,s,
1997,齒,chǐ,(=牙齿 yáchǐ) tooth,t,
1998,谨,jǐn,"(=谨慎 jǐnshèn) cautious, sincerely",s,
1998,謹,jǐn,"(=谨慎 jǐnshèn) cautious, sincerely",t,
1999,呈,chéng,to present,s,
1999,呈,chéng,to present,t,
2000,昂,áng,"(=昂首 ángshǒu) hold one's head high, high, soaring",s,
2000,昂,áng,"(=昂首 ángshǒu) hold one's head high, high, soaring",t,
2001,抄,chāo,copy search and confiscate,s,
2001,抄,chāo,copy search and confiscate,t,
2002,弥,mí,弥漫 mímiàn fill the air,s,
2002,彌,mí,弥漫 mímiàn fill the air,t,
2003,渴,kě,(=口渴 kǒukě) thirsty,s,
2003,渴,kě,(=口渴 kǒukě) thirsty,t,
2004,梯,tī,"(=梯子 tīzi) ladder, (=楼梯 lóutī) stairs",s,
2004,梯,tī,"(=梯子 tīzi) ladder, (=楼梯 lóutī) stairs",t,
2005,疏,shū,"sparse, scanty",s,
2005,疏,shū,"sparse, scanty",t,
2006,耗,hào,"(=消耗 xiāohào, =耗费 hàofèi) consume",s,
2006,耗,hào,"(=消耗 xiāohào, =耗费 hàofèi) consume",t,
2007,瞪,dèng,"open (one's eyes) wide, stare, glare",s,
2007,瞪,dèng,"open (one's eyes) wide, stare, glare",t,
2008,斥,chì,排斥 páichì reject,s,
2008,斥,chì,排斥 páichì reject,t,
2009,夸,kuā,brag,s,
2009,誇,kuā,brag,t,
2010,蒂,dì,stem of a fruid,s,
2010,蒂,dì,stem of a fruid,t,
2011,剪,jiǎn,(=剪刀 jiǎndāo) scissors,s,
2011,剪,jiǎn,(=剪刀 jiǎndāo) scissors,t,
2012,娶,qǔ,"marry (a woman), take a wife, get married",s,
2012,娶,qǔ,"marry (a woman), take a wife, get married",t,
2013,痕,hén,"痕迹 hénjì mark, trace, vestige",s,
2013,痕,hén,"痕迹 hénjì mark, trace, vestige",t,
2014,弗,fú,<archaic> not,s,
2014,弗,fú,<archaic> not,t,
2015,姚,Yáo,<family name>,s,
2015,姚,Yáo,<family name>,t,
2016,债,zhài,debt,s,
2016,債,zhài,debt,t,
2017,妥,tuǒ,"appropriate, ready",s,
2017,妥,tuǒ,"appropriate, ready",t,
2018,璃,lí,玻璃 bōli glass,s,
2018,璃,lí,玻璃 bōli glass,t,
2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",s,
2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",t,
2020,刹,shā,"(=刹车) brake, stop",s,
2020,剎,shā,"(=刹车) brake, stop",t,
2021,晶,jīng,bright,s,
2021,晶,jīng,bright,t,
2022,衷,zhōng,"inner feelings, middle",s,
2022,衷,zhōng,"inner feelings, middle",t,
2023,肤,fū,(=皮肤 pífu) skin,s,
2023,膚,fū,(=皮肤 pífu) skin,t,
2024,鹿,lù,deer,s,
2024,鹿,lù,deer,t,
2025,拓,tà,make rubbings from stone/bronze,s,
2025,拓,tà,make rubbings from stone/bronze,t,
2025,拓,tuò,"open up, develop",s,
2025,拓,tuò,"open up, develop",t,
2026,卓,zhuó,"tall, <family name>, (=卓越 zhuóyuè) outstanding",s,
2026,卓,zhuó,"tall, <family name>, (=卓越 zhuóyuè) outstanding",t,
2027,症,zhèng,disease,s,
2027,癥,zhèng,disease,t,
2028,糖,táng,"sugar, (=糖果 tángguǒ) candy",s,
2028,糖,táng,"sugar, (=糖果 tángguǒ) candy",t,
2029,钦,qīn,"by the emperor himself, respect, (=钦佩 qīnpèi) admire",s,
2029,欽,qīn,"by the emperor himself, respect, (=钦佩 qīnpèi) admire",t,
2030,绵,mián,连绵 unbroken,s,
2030,綿,mián,连绵 unbroken,t,
2031,哩,lī,<used as for sound value>,s,
2031,哩,lī,<used as for sound value>,t,
2032,诱,yòu,"guide, lead, lure",s,
2032,誘,yòu,"guide, lead, lure",t,
2033,枯,kū,"withered, dried up, dull",s,
2033,枯,kū,"withered, dried up, dull",t,
2034,歇,xiē,have a rest,s,
2034,歇,xiē,have a rest,t,
2035,塑,sù,"model, mould",s,
2035,塑,sù,"model, mould",t,
2036,妨,fáng,"(=妨碍 fáng'ài) hinder, impede, harm",s,
2036,妨,fáng,"(=妨碍 fáng'ài) hinder, impede, harm",t,
2037,豫,yù,short name for Henan,s,
2037,豫,yù,short name for Henan,t,
2038,抑,yì,"press down, restrain",s,
2038,抑,yì,"press down, restrain",t,
2039,珊,shān,珊瑚 shānhú coral,s,
2039,珊,shān,珊瑚 shānhú coral,t,
2040,棍,gùn,"(棍子) rod, stick",s,
2040,棍,gùn,"(棍子) rod, stick",t,
2041,晋,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",s,
2041,晉,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",t,
2042,淋,lín,"pour, drench",s,
2042,淋,lín,"pour, drench",t,
2042,淋,lìn,"strain, filter",s,
2042,淋,lìn,"strain, filter",t,
2043,悦,yuè,"(=喜悦 xǐyuè) happy, joyful, delighted",s,
2043,悅,yuè,"(=喜悦 xǐyuè) happy, joyful, delighted",t,
2044,敦,dūn,"敦厚 dūnhòu honest, sincere",s,
2044,敦,dūn,"敦厚 dūnhòu honest, sincere",t,
2044,敦,duì,ancient vessel,s,
2044,敦,duì,ancient vessel,t,
2045,艳,yàn,"beauteous, amorous, (=艳丽 yànlì) gorgeous, respendent",s,
2045,艷,yàn,"beauteous, amorous, (=艳丽 yànlì) gorgeous, respendent",t,
2046,玻,bō,玻璃 bōli glass,s,
2046,玻,bō,玻璃 bōli glass,t,
2047,砸,zá,"strike, smash, break",s,
2047,砸,zá,"strike, smash, break",t,
2048,嚷,rǎng,"shout, yell",s,
2048,嚷,rǎng,"shout, yell",t,
2049,盲,máng,"(=盲目 mángmù) blind, unable to distinguish",s,
2049,盲,máng,"(=盲目 mángmù) blind, unable to distinguish",t,
2050,辨,biàn,"distinguish, differentiate",s,
2050,辨,biàn,"distinguish, differentiate",t,
2051,葛,gé,"kudzu vine, grass-cloth",s,
2051,葛,gé,"kudzu vine, grass-cloth",t,
2051,葛,Gě,<family name>,s,
2051,葛,Gě,<family name>,t,
2052,罕,hǎn,"rarely, seldom",s,
2052,罕,hǎn,"rarely, seldom",t,
2053,矩,jǔ,(carpenter's square),s,
2053,矩,jǔ,(carpenter's square),t,
2054,泳,yǒng,游泳 yóuyǒng swim,s,
2054,泳,yǒng,游泳 yóuyǒng swim,t,
2055,宅,zhái,"residence, house",s,
2055,宅,zhái,"residence, house",t,
2056,贷,dài,"borrow, (=贷款 dàikuǎn) lend, loan",s,
2056,貸,dài,"borrow, (=贷款 dàikuǎn) lend, loan",t,
2057,膀,bǎng,"upper arm, (=肩膀 jiānbǎng) shoulder",s,
2057,膀,bǎng,"upper arm, (=肩膀 jiānbǎng) shoulder",t,
2057,膀,bǎng,,s,
2057,膀,bǎng,,t,
2057,膀,pāng,swell,s,
2057,膀,pāng,swell,t,
2058,捏,niē,"hold between the fingers, knead, fabricate",s,
2058,捏,niē,"hold between the fingers, knead, fabricate",t,
2059,颈,jǐng,(=颈项 jǐngxiàng) neck,s,
2059,頸,jǐng,(=颈项 jǐngxiàng) neck,t,
2060,践,jiàn,实践 put into practice,s,
2060,踐,jiàn,实践 put into practice,t,
2061,脖,bó,(=脖子 bózi) neck,s,
2061,脖,bó,(=脖子 bózi) neck,t,
2062,贾,gǔ,merchant,s,
2062,賈,gǔ,merchant,t,
2062,贾,Jiǎ,<family name>,s,
2062,賈,Jiǎ,<family name>,t,
2063,轿,jiào,sedan chair,s,
2063,轎,jiào,sedan chair,t,
2064,脾,pí,spleen,s,
2064,脾,pí,spleen,t,
2065,堡,bǎo,"(=堡垒 bǎolěi), fort, fortress",s,
2065,堡,bǎo,"(=堡垒 bǎolěi), fort, fortress",t,
2065,堡,pù,walled town/village (used mostly in place names),s,
2065,堡,pù,walled town/village (used mostly in place names),t,
2066,娇,jiāo,"graceful, delicate",s,
2066,嬌,jiāo,"graceful, delicate",t,
2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,s,
2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,t,
2068,劣,liè,"bad, inferior, minor",s,
2068,劣,liè,"bad, inferior, minor",t,
2069,潇,xiāo,deep and clear water,s,
2069,瀟,xiāo,deep and clear water,t,
2070,赐,cì,"give, grant, gift (from superior to inferior)",s,
2070,賜,cì,"give, grant, gift (from superior to inferior)",t,
2071,陀,tuó,陀螺 tuóluó top (spiraling toy),s,
2071,陀,tuó,陀螺 tuóluó top (spiraling toy),t,
2072,蓄,xù,"store, save, grow",s,
2072,蓄,xù,"store, save, grow",t,
2073,坟,fén,"grave, tomb",s,
2073,墳,fén,"grave, tomb",t,
2074,颂,sòng,"praise, song, ode",s,
2074,頌,sòng,"praise, song, ode",t,
2075,漏,lòu,(=漏水 lòushuǐ) leak out,s,
2075,漏,lòu,(=漏水 lòushuǐ) leak out,t,
2076,杭,Háng,杭州 Hángzhōu,s,
2076,杭,Háng,杭州 Hángzhōu,t,
2077,茅,máo,"straw, thatch",s,
2077,茅,máo,"straw, thatch",t,
2078,砖,zhuān,brick,s,
2078,磚,zhuān,brick,t,
2079,瞬,shùn,wink,s,
2079,瞬,shùn,wink,t,
2080,鹤,hè,crane (emblem of longevity),s,
2080,鶴,hè,crane (emblem of longevity),t,
2081,辟,bì,monarch,s,
2081,辟,bì,monarch,t,
2082,渔,yú,to fish,s,
2082,漁,yú,to fish,t,
2083,乖,guāi,"clever, (=乖乖 guāiguāi) obedient, well-behaved",s,
2083,乖,guāi,"clever, (=乖乖 guāiguāi) obedient, well-behaved",t,
2084,霸,bà,"overlord, tyrant, dominate",s,
2084,霸,bà,"overlord, tyrant, dominate",t,
2085,襄,xiāng,"(=襄助 xiāngzhù) assist, help",s,
2085,襄,xiāng,"(=襄助 xiāngzhù) assist, help",t,
2086,炒,chǎo,"stir fry, saute",s,
2086,炒,chǎo,"stir fry, saute",t,
2087,哑,yǎ,"mute, dumb, hoarse",s,
2087,啞,yǎ,"mute, dumb, hoarse",t,
2087,哑,yā,"<interjection indicating surprice, same as 呀>, ah, oh",s,
2087,啞,yā,"<interjection indicating surprice, same as 呀>, ah, oh",t,
2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",s,
2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",t,
2089,饼,bǐng,cake,s,
2089,餅,bǐng,cake,t,
2090,牺,xī,sacrificial animal,s,
2090,犧,xī,sacrificial animal,t,
2091,滩,tān,"(=海滩 hǎitān) beach, sands",s,
2091,灘,tān,"(=海滩 hǎitān) beach, sands",t,
2092,钉,dīng,"a nail, to follow closely",s,
2092,釘,dīng,"a nail, to follow closely",t,
2092,钉,dìng,to nail,s,
2092,釘,dìng,to nail,t,
2093,吁,yù,"plead, (=呼吁 hūyù) appeal",s,
2093,吁,yù,"plead, (=呼吁 hūyù) appeal",t,
2093,吁,yū,"<interjection ""Whoa!"">",s,
2093,吁,yū,"<interjection ""Whoa!"">",t,
2094,锡,xī,tin (Sn),s,
2094,錫,xī,tin (Sn),t,
2095,赠,zèng,(=赠送 zèngsòng) give as a present,s,
2095,贈,zèng,(=赠送 zèngsòng) give as a present,t,
2096,哄,hōng,hubbub,s,
2096,哄,hōng,hubbub,t,
2096,哄,hǒng,"fool, coax",s,
2096,哄,hǒng,"fool, coax",t,
2096,哄,hòng,horseplay,s,
2096,哄,hòng,horseplay,t,
2097,铃,líng,bell,s,
2097,鈴,líng,bell,t,
2098,顽,wán,"stupid, stubborn, naughty",s,
2098,頑,wán,"stupid, stubborn, naughty",t,
2099,殖,zhí,"propagate, (=繁殖 fánzhí) breed, reproduce, colonize",s,
2099,殖,zhí,"propagate, (=繁殖 fánzhí) breed, reproduce, colonize",t,
2100,鹰,yīng,"hawk, eagle",s,
2100,鷹,yīng,"hawk, eagle",t,
2101,蔡,Cài,"<family name>, sacrificial tortoise",s,
2101,蔡,Cài,"<family name>, sacrificial tortoise",t,
2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",s,
2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",t,
2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",s,
2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",t,
2104,拚,pīn,"(= 拼) put/piece together, spell, risk life",s,
2104,拚,pīn,"(= 拼) put/piece together, spell, risk life",t,
2104,拚,pàn,abandon and ignore,s,
2104,拚,pàn,abandon and ignore,t,
2105,轨,guǐ,"track, rail, course, path",s,
2105,軌,guǐ,"track, rail, course, path",t,
2106,哟,yō,Oh!,s,
2106,喲,yō,Oh!,t,
2106,哟,yo,<interjection indicating exhortation>,s,
2106,喲,yo,<interjection indicating exhortation>,t,
2106,哟,yāo,ouch,s,
2106,喲,yāo,ouch,t,
2107,歉,qiàn,apology,s,
